element_type,osmid,amenity,name,geometry,building,man_made,name:en,capacity,phone,addr:city,addr:district,addr:postcode,addr:province,addr:street,fee,leisure,nodes,building:levels,height,shop,healthcare,wheelchair,name:zh,tourism,int_name,alt_name,name_1,wikidata,addr:housenumber,website,opening_hours,addr:housename,description,cuisine,fast_food,level,opening_hours:covid19,note,bicycle_parking,covered,supervised,power,takeaway,layer,access,female,toilets:disposal,male,name:zh-Hans,ways,type
way,103940879,,湖濱一舍,"POLYGON ((114.363631 30.5434129, 114.3633735 30.5432742, 114.3634378 30.5431818, 114.3636953 30.5433204, 114.3637114 30.5432742, 114.3639582 30.5433574, 114.3639743 30.5433158, 114.3642264 30.543362, 114.3642318 30.543302, 114.3645 30.5433158, 114.3644946 30.5434313, 114.3642318 30.5434175, 114.364205 30.5434822, 114.3639421 30.5434267, 114.3638992 30.5434822, 114.3636685 30.5433805, 114.363631 30.5434129))",dormitory,,,,,,,,,,,,"[1199748633, 1199748619, 1199748673, 1199748529, 1199748573, 1199748557, 1199748622, 1199748650, 1199748669, 1199748609, 1199748674, 1199748604, 1199748618, 1199748580, 1199748588, 1199748575, 1199748633]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103940881,,枫园3舍,"POLYGON ((114.3652356 30.5396395, 114.3649919 30.5396174, 114.36501 30.5394692, 114.3651989 30.5394864, 114.3652144 30.5393599, 114.3654876 30.5393847, 114.3654686 30.5395397, 114.3652503 30.5395199, 114.3652356 30.5396395))",dormitory,,,,,,,,,,,,"[1199748670, 1199748671, 1199748648, 1199748666, 1199748668, 1199748672, 1199748641, 1199748635, 1199748670]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103940887,,枫园1舍,"POLYGON ((114.3659975 30.5404462, 114.3653061 30.5403832, 114.365343 30.5400826, 114.3654522 30.5400926, 114.3654354 30.54023, 114.3659322 30.5402753, 114.3659553 30.5400872, 114.3660407 30.540095, 114.3659975 30.5404462))",dormitory,,,,,,,,,,,,"[1199748547, 1199748541, 1199748549, 1199748522, 1199748527, 1199748663, 1199748532, 1199748526, 1199748547]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103940890,,枫园11舍,"POLYGON ((114.366556 30.5405101, 114.3661721 30.5404999, 114.3661761 30.540387, 114.36656 30.5403972, 114.366556 30.5405101))",dormitory,,,,,,,,,,,,"[1199748519, 1199748560, 1199748667, 1199748561, 1199748519]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103940891,,枫园12舍,"POLYGON ((114.3666506 30.5401475, 114.3662299 30.5401105, 114.3662484 30.5399537, 114.3666692 30.5399907, 114.3666506 30.5401475))",dormitory,,,,,,,,,,,,"[1199748592, 1199748578, 1199748536, 1199748589, 1199748592]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103940892,,枫园2舍,"POLYGON ((114.3656259 30.539887, 114.3653475 30.5398554, 114.3653688 30.5397166, 114.3655786 30.5397405, 114.3655987 30.5396095, 114.3658565 30.5396388, 114.365834 30.5397857, 114.3656447 30.5397642, 114.3656259 30.539887))",dormitory,,,,,,,,,,,,"[1199748639, 1199748624, 1199748515, 1199748513, 1199748651, 1199748656, 1199748664, 1199748598, 1199748639]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103941840,,经济与管理学院,"POLYGON ((114.3679171 30.5415348, 114.3674772 30.5414932, 114.3674799 30.5414401, 114.3673539 30.5414308, 114.3673431 30.5414816, 114.3671473 30.5414678, 114.3671447 30.5413823, 114.3667611 30.5413546, 114.3667718 30.5412622, 114.3666914 30.5412553, 114.3666994 30.5411998, 114.3667531 30.5412067, 114.3667691 30.5411051, 114.3667262 30.5410935, 114.3667423 30.5409873, 114.366804 30.5409018, 114.3668872 30.5408648, 114.3669542 30.5408464, 114.36704 30.5408579, 114.3670374 30.5408949, 114.3672439 30.540911, 114.3672359 30.5409619, 114.3675604 30.5409804, 114.3675658 30.5409503, 114.3678313 30.5409665, 114.3678662 30.5406985, 114.3684053 30.5407332, 114.3683758 30.5409272, 114.3684428 30.5409341, 114.368416 30.5411906, 114.3683543 30.5411859, 114.3683329 30.5414054, 114.368247 30.5414008, 114.3682417 30.5414701, 114.3681585 30.5414632, 114.3681532 30.5415255, 114.3679198 30.5415117, 114.3679171 30.5415348))",yes,,,,,,,,,,,,"[1199758811, 1199758763, 1199758806, 1199758838, 1199758805, 1199758780, 1199758799, 1199758782, 1199758800, 1199758835, 1199758771, 1199758775, 1199758801, 1199758779, 1199758762, 1199758820, 1199758804, 1199758802, 1199758803, 1199758759, 1199758839, 1199758810, 1199758809, 1199758807, 1199758792, 1199758834, 1199758795, 1199758822, 1199758821, 1199758764, 1199758831, 1199758814, 1199758789, 1199758791, 1199758788, 1199758790, 1199758774, 1199758811]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103941842,,外国语言文学学院,"POLYGON ((114.3657529 30.5419862, 114.3657877 30.5416397, 114.3652513 30.5415888, 114.3652727 30.5414017, 114.3648865 30.5413648, 114.3648811 30.5414317, 114.3648409 30.5414317, 114.3647765 30.5419284, 114.3650287 30.5419561, 114.3650206 30.5420485, 114.3652245 30.5420693, 114.3652325 30.5420139, 114.3653344 30.5420185, 114.365313 30.5421248, 114.3657368 30.5421479, 114.3657529 30.5419862))",yes,,School of Foreign Languages and Literatures,,,,,,,,,,"[1199758776, 1199758767, 1199758797, 1199758778, 1199758828, 1199758826, 1199758827, 1199758796, 1199758783, 1199758760, 1199758798, 1199758766, 1199758819, 1199758812, 1199758769, 1199758776]",,,,,,,,,,,Q115557770,,,,,,,,,,,,,,,,,,,,,,,
way,103941844,,法学院,"POLYGON ((114.366131 30.5413093, 114.3661293 30.5413092, 114.3657716 30.541277, 114.3657824 30.5411568, 114.3652674 30.541106, 114.3652513 30.5412446, 114.3648919 30.5412077, 114.3648972 30.5411291, 114.3648543 30.5411268, 114.3648919 30.5407272, 114.3650743 30.5407433, 114.3650662 30.5408034, 114.3654364 30.5408242, 114.3654685 30.540741, 114.3655249 30.5406902, 114.3655973 30.540681, 114.3656804 30.5406856, 114.3657314 30.5407526, 114.3657636 30.5408219, 114.3657582 30.5408658, 114.3660345 30.5408843, 114.3660452 30.5407249, 114.3663617 30.5407549, 114.3663295 30.5410136, 114.3661847 30.5409951, 114.3661713 30.5410691, 114.3662732 30.541076, 114.3662625 30.5412238, 114.3661445 30.5412123, 114.366131 30.5413093))",yes,,School of Law,,,,,,,,,,"[1199758825, 1199758773, 1199758772, 1199758785, 1199758817, 1199758833, 1199758832, 1199758816, 1199758829, 1199758786, 1199758808, 1199758784, 1199758837, 1199758815, 1199758818, 1199758770, 1199758794, 1199758768, 1199758787, 1199758830, 1199758777, 1199758765, 1199758813, 1199758761, 1199758781, 1199758836, 1199758824, 1199758793, 1199758823, 1199758825]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103944696,,枫园6舍,"POLYGON ((114.3679224 30.5393549, 114.3676525 30.5393296, 114.367671 30.539201, 114.3679369 30.5392296, 114.3679224 30.5393549))",dormitory,,,,,,,,,,,,"[1199785371, 1199785315, 1199785266, 1199785321, 1199785371]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103944697,,枫园10舍,"POLYGON ((114.3683141 30.5397053, 114.3683125 30.5397052, 114.3680807 30.5396868, 114.3680942 30.5395597, 114.368327 30.5395785, 114.3683141 30.5397053))",dormitory,,,,,,,,,,,,"[1199785300, 1199785328, 1199785386, 1199785385, 1199785356, 1199785300]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103944698,,枫园13舍,"POLYGON ((114.3668247 30.5406924, 114.3673852 30.5407091, 114.3673913 30.5405578, 114.3668307 30.5405411, 114.3668247 30.5406924))",dormitory,,,,,,,,,,,,"[1199785291, 1199785216, 1199785217, 1199785317, 1199785291]",,,,,,枫园13舍,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103944699,,,"POLYGON ((114.3684506 30.5402546, 114.3687431 30.5402745, 114.3687482 30.540219, 114.3690806 30.5402417, 114.3690692 30.5403663, 114.3687732 30.5403462, 114.3687666 30.540418, 114.3684376 30.5403956, 114.3684506 30.5402546))",yes,,,,,,,,,,,,"[1199785377, 1199785331, 1199785392, 1199785330, 1199785404, 1199785406, 1199785344, 1199785339, 1199785377]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103944700,,枫园8舍,"POLYGON ((114.3683416 30.5393769, 114.3681339 30.5393573, 114.3681487 30.5392407, 114.3683564 30.5392603, 114.3683416 30.5393769))",dormitory,,,,,,,,,,,,"[1199785211, 1199785323, 1199785295, 1199785287, 1199785211]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103944701,,枫园9舍,"POLYGON ((114.367856 30.539669, 114.3676153 30.5396444, 114.3676337 30.539511, 114.3678744 30.5395356, 114.367856 30.539669))",dormitory,,,,,,,,,,,,"[1199785403, 1199785400, 1199785388, 1199785354, 1199785403]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103944703,,枫园4舍,"POLYGON ((114.3674607 30.5395029, 114.3670209 30.5394785, 114.3670117 30.5396008, 114.3674516 30.5396252, 114.3674607 30.5395029))",dormitory,,,,,,,,,,,,"[1199785254, 1199785319, 1199785375, 1199785362, 1199785254]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103944704,,枫园5舍,"POLYGON ((114.3674893 30.5393321, 114.3670372 30.5393127, 114.3670442 30.5391915, 114.3674963 30.5392109, 114.3674893 30.5393321))",dormitory,,,,,,,,,,,,"[1199785398, 1199785370, 1199785277, 1199785418, 1199785398]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103944705,,,"POLYGON ((114.368644 30.5400911, 114.3684616 30.5400772, 114.368467 30.5400125, 114.3686413 30.5400218, 114.3686494 30.5399663, 114.3688398 30.5399709, 114.3688425 30.5399224, 114.3690356 30.5399294, 114.3690356 30.5398947, 114.3692234 30.5398993, 114.3692234 30.5399455, 114.3694111 30.5399548, 114.3694058 30.5400264, 114.3692207 30.5400172, 114.369226 30.5399686, 114.3690356 30.5399617, 114.3690329 30.5400033, 114.3688505 30.540001, 114.3688479 30.5400449, 114.3686574 30.5400426, 114.368644 30.5400911))",yes,,,,,,,,,,,,"[1199785402, 1199785258, 1199785251, 1199785213, 1199785348, 1199785228, 1199785390, 1199785226, 1199785273, 1199785246, 1199785381, 1199785285, 1199785252, 1199785368, 1199785350, 1199785341, 1199785373, 1199785394, 1199785282, 1199785215, 1199785402]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103944706,,,"POLYGON ((114.3673378 30.5403406, 114.3672382 30.5403372, 114.3672459 30.5401216, 114.3673378 30.5401188, 114.3673378 30.5403406))",yes,,,,,,,,,,,,"[1199785207, 1199785383, 1199785289, 1199785346, 1199785207]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103944708,,,"POLYGON ((114.3683703 30.5399737, 114.3681792 30.5399623, 114.3681847 30.5398941, 114.368254 30.5398982, 114.3682606 30.5398161, 114.3683406 30.5398208, 114.3683433 30.539788, 114.3684893 30.5397968, 114.3684768 30.5399512, 114.3683726 30.539945, 114.3683703 30.5399737))",yes,,,,,,,,,,,,"[1199785262, 1199785313, 1199785308, 1199785236, 1199785311, 1199785281, 1199785304, 1199785364, 1199785284, 1199785238, 1199785262]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103944709,,,"POLYGON ((114.3695662 30.5394977, 114.3694682 30.5395823, 114.3693901 30.5395126, 114.3694883 30.5394297, 114.3695662 30.5394977))",yes,,,,,,,,,,,,"[1199785275, 1199785231, 1199785218, 1199785360, 1199785275]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103945079,,,"POLYGON ((114.3668967 30.5425458, 114.3667011 30.5425475, 114.3667003 30.5424827, 114.366896 30.542481, 114.3668967 30.5425458))",yes,,,,,,,,,,,,"[1199792155, 1199792127, 1199792167, 1199792139, 1199792155]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103945081,,,"POLYGON ((114.3669971 30.542706, 114.3669971 30.5426159, 114.3671095 30.5426133, 114.3671071 30.5425651, 114.3674335 30.5425671, 114.3674337 30.5424587, 114.3676938 30.5424564, 114.3676891 30.5425882, 114.3675711 30.5425882, 114.3675738 30.5426598, 114.3674343 30.5426621, 114.367429 30.5427037, 114.3669971 30.542706))",yes,,,,,,,,,,,,"[1199792130, 1199792149, 1199792135, 1199792137, 1199792154, 1199792157, 1199792159, 1199792141, 1199792164, 1199792113, 1199792116, 1199792152, 1199792130]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103945444,,湖濱三舍,"POLYGON ((114.3656091 30.5434622, 114.3652917 30.5434539, 114.3652959 30.5433355, 114.3656956 30.5433459, 114.3656911 30.5434738, 114.366078 30.5434838, 114.366074 30.543598, 114.3656048 30.5435858, 114.3656091 30.5434622))",dormitory,,,,,,,,,,,,"[1199796386, 1199796394, 1199796385, 1199796383, 1199796381, 1199796380, 1199796390, 1199796388, 1199796386]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103947035,,湖濱十三舍,"POLYGON ((114.3643655 30.5445007, 114.3640323 30.5445319, 114.3640139 30.5443706, 114.3643457 30.5443437, 114.3643655 30.5445007))",dormitory,,,,,,,,,,,,"[1199818970, 1199819210, 1199819078, 1199819153, 1199818970]",,,,,,湖濱十三舍,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103947038,,湖濱五舍,"POLYGON ((114.3650564 30.5440846, 114.3654675 30.5440846, 114.3654675 30.5439677, 114.3650564 30.5439678, 114.3650564 30.5440846))",dormitory,,,,,,,,,,,,"[1199819005, 1199819171, 1199819294, 1199819175, 1199819005]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103947039,,,"POLYGON ((114.3635651 30.5441377, 114.3630627 30.5442717, 114.3630306 30.5441824, 114.363533 30.5440484, 114.3635651 30.5441377))",yes,,,,,,,,,,,,"[1199819228, 1199819014, 1199819051, 1199819112, 1199819228]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103947040,,湖濱四舍,"POLYGON ((114.3655595 30.5438289, 114.3659576 30.5438462, 114.3659509 30.5439606, 114.3655527 30.5439433, 114.3655595 30.5438289))",dormitory,,,,,,,,,,,,"[1199818956, 1199819094, 1199819278, 1199819162, 1199818956]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103947044,,湖滨六舍,"POLYGON ((114.3650594 30.5441897, 114.3651784 30.544182, 114.3651923 30.5443409, 114.3655545 30.5443175, 114.3655644 30.5444321, 114.3650832 30.5444631, 114.3650594 30.5441897))",apartments,,,,,,,,,,,,"[1199818997, 1199819219, 1199819121, 1199819049, 1199819029, 1199819020, 1199818997]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103947045,,湖滨九舍,"POLYGON ((114.3642997 30.5452016, 114.364278 30.5450422, 114.3647623 30.5449934, 114.3647797 30.5451506, 114.3642997 30.5452016))",dormitory,,,,,,,,,,,,"[1199819251, 1199818988, 1199819333, 1199819002, 1199819251]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103947046,,湖滨八舍,"POLYGON ((114.3651843 30.5454162, 114.3656097 30.5453428, 114.3655773 30.5452033, 114.3653111 30.5452493, 114.3652793 30.545113, 114.3654782 30.5450787, 114.3654595 30.5449984, 114.3651489 30.5450521, 114.3652033 30.5452858, 114.3651559 30.545294, 114.3651843 30.5454162))",apartments,,,,,,,,,,,,"[1199819030, 1199819016, 1199819180, 1199818947, 1199819092, 1199819321, 1199819187, 1199819169, 1199819185, 1199819241, 1199819030]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103947049,,湖滨十舍,"POLYGON ((114.364528 30.5448556, 114.36418 30.5448858, 114.3641598 30.5447179, 114.3645094 30.5446873, 114.364528 30.5448556))",dormitory,,,,,,,,,,,,"[1199819087, 1199819258, 1199819060, 1199819176, 1199819087]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103947051,,,"POLYGON ((114.3662965 30.5439452, 114.3661154 30.5439275, 114.3661257 30.5438492, 114.3663068 30.5438668, 114.3662965 30.5439452))",yes,,,,,,,,,,,,"[1199819032, 1199819025, 1199819045, 1199819035, 1199819032]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103947055,,,"POLYGON ((114.3628676 30.5448928, 114.3628576 30.5447428, 114.3630589 30.5447329, 114.3630688 30.5448829, 114.3628676 30.5448928))",yes,,,,,,,,,,,,"[1199819202, 1199819205, 1199819097, 1199819200, 1199819202]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103947058,restaurant,湖滨食堂,"POLYGON ((114.3640288 30.5440267, 114.3647207 30.5440303, 114.3647233 30.5436641, 114.3643146 30.543662, 114.3643137 30.5437952, 114.3640304 30.5437938, 114.3640288 30.5440267))",yes,,,,,,,,,,,,"[1199819195, 1199819330, 1199819124, 1199819281, 1199819292, 1199819334, 1199819195]",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103947060,,,"POLYGON ((114.363685 30.5443602, 114.3630137 30.5445555, 114.3629778 30.5444641, 114.3636491 30.5442687, 114.363685 30.5443602))",yes,,,,,,,,,,,,"[1199818972, 1199818939, 1199819108, 1199819226, 1199818972]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103947063,,,"POLYGON ((114.3626561 30.544879, 114.362671 30.5447849, 114.3621904 30.5447284, 114.3621755 30.5448226, 114.3626561 30.544879))",yes,,,,,,,,,,,,"[1199819090, 1199819298, 1199819164, 1199818961, 1199819090]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103947068,,,"POLYGON ((114.3626171 30.544591, 114.3627351 30.5445956, 114.3627458 30.5442953, 114.3625366 30.5440643, 114.3621557 30.5440828, 114.3621665 30.5441844, 114.3624669 30.5441659, 114.3626385 30.5443553, 114.3626171 30.544591))",yes,,,,,,,,,,,,"[1199819099, 1199819300, 1199819120, 1199819062, 1199819154, 1199819244, 1199818974, 1199818971, 1199819099]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103948529,,风雨馆,"POLYGON ((114.3540428 30.5401545, 114.3543316 30.5401991, 114.3541756 30.5409471, 114.3538868 30.5409024, 114.3540428 30.5401545))",yes,,,,,,,,,,,sports_centre,"[1199831158, 1199831165, 1199831169, 1199831185, 1199831158]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103948531,,桂園八舍,"POLYGON ((114.3544272 30.5421326, 114.3541275 30.542081, 114.3541561 30.541958, 114.3544558 30.5420096, 114.3544272 30.5421326))",dormitory,,,,,,,,,,,,"[1199831245, 1199831196, 1199831252, 1199831177, 1199831245]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103948536,,武汉大学军事教研室,"POLYGON ((114.35393 30.5412978, 114.3537988 30.5412813, 114.3538354 30.5410654, 114.3540232 30.541089, 114.3540101 30.5411662, 114.3539535 30.541159, 114.35393 30.5412978))",yes,,,,,,,,,,,,"[1199831146, 1199831154, 1199831163, 1199831143, 1199831235, 1199831259, 1199831146]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103948537,,桂園一舍,"POLYGON ((114.3535194 30.5412536, 114.353007 30.541165, 114.353044 30.5410063, 114.3535564 30.541095, 114.3535194 30.5412536))",dormitory,,,,,,,,,,,,"[1199831260, 1199831213, 1199831207, 1199831198, 1199831260]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103948538,,教六楼,"POLYGON ((114.3549586 30.5414466, 114.3544337 30.5413734, 114.3544615 30.5412253, 114.3549865 30.5412985, 114.3549586 30.5414466))",yes,,,,,,,,,,,,"[1199831233, 1199831132, 1199831139, 1199831247, 1199831233]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103948540,,,"POLYGON ((114.3539832 30.5398508, 114.3538571 30.5398347, 114.3538732 30.5397422, 114.3539832 30.5396291, 114.3540288 30.5396337, 114.3539832 30.5398508))",yes,,,,,,,,,,,,"[1199831164, 1199831246, 1199831265, 1199831191, 1199831157, 1199831164]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103948541,,教三楼,"POLYGON ((114.3548025 30.5418478, 114.3547625 30.5418422, 114.3547563 30.5418747, 114.3543879 30.5418229, 114.3543952 30.5417844, 114.3543582 30.5417792, 114.3543698 30.5417179, 114.3548152 30.5417806, 114.3548025 30.5418478))",university,,,,,,,,,,,,"[1199831209, 6237470757, 6237470758, 6237470756, 6237470755, 1199831194, 1199831162, 1199831277, 1199831209]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103948544,,桂園七舍,"POLYGON ((114.3533079 30.5422367, 114.353337 30.542116, 114.3539586 30.5422272, 114.3539295 30.5423479, 114.3533079 30.5422367))",dormitory,,,,,,,,,,,,"[1199831208, 1199831206, 1199831216, 1199831240, 1199831208]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103948546,,桂園五舍,"POLYGON ((114.3541558 30.5417129, 114.353537 30.5416032, 114.3535762 30.5414392, 114.354195 30.5415489, 114.3541558 30.5417129))",dormitory,,,,,,,,,,,,"[1199831168, 1199831269, 1199831199, 1199831276, 1199831168]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103948548,,桂園六舍,"POLYGON ((114.3540621 30.5420666, 114.3534245 30.5419518, 114.3534535 30.5418323, 114.3540911 30.541947, 114.3540621 30.5420666))",dormitory,,,,,,,,,,,,"[1199831263, 1199831136, 1199831134, 1199831221, 1199831263]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103948549,restaurant,桂园食堂,"POLYGON ((114.3537237 30.5409678, 114.3532507 30.540902, 114.3533276 30.5404919, 114.3533986 30.5405018, 114.3534353 30.540306, 114.3539252 30.5403741, 114.3538447 30.5408033, 114.3537568 30.5407911, 114.3537237 30.5409678))",yes,,,,,,,,,,,,"[1199831182, 1199831167, 1199831255, 1199831173, 1199831186, 1199831271, 1199831161, 1199831248, 1199831182]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103948550,,,"POLYGON ((114.3522995 30.5422341, 114.3530327 30.5424029, 114.3530104 30.5424746, 114.3529594 30.5424629, 114.3529101 30.5426216, 114.353111 30.5426679, 114.3530805 30.5427662, 114.3524503 30.5426212, 114.352477 30.5425352, 114.3528189 30.5426139, 114.352866 30.5424622, 114.3522712 30.5423252, 114.3522995 30.5422341))",school,,,,,,,,,,,,"[1199831188, 1199831262, 1199831243, 1199831184, 1199831172, 1199831204, 1199831272, 1199831214, 1199831131, 1199831155, 1199831249, 1199831160, 1199831188]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103948553,,桂園三舍,"POLYGON ((114.3533513 30.5419465, 114.3527362 30.5418365, 114.3527708 30.541693, 114.3533858 30.541803, 114.3533513 30.5419465))",dormitory,,,,,,,,,,,,"[1199831187, 1199831219, 1199831200, 1199831230, 1199831187]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103948554,,桂園四舍,"POLYGON ((114.3526855 30.5419987, 114.3532984 30.5421005, 114.3532704 30.5422253, 114.3526576 30.5421234, 114.3526855 30.5419987))",dormitory,,,,,,,,,,,,"[1199831254, 1199831275, 1199831217, 1199831202, 1199831254]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103948555,,电子信息学院（原桂圆澡堂）,"POLYGON ((114.3539 30.5403567, 114.3537445 30.5403359, 114.3537579 30.5401696, 114.3538437 30.5399525, 114.3539537 30.539964, 114.3539 30.5403567))",yes,,,,,,,,,,,,"[1199831133, 1199831171, 1199831274, 1199831174, 1199831178, 1199831133]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103948558,,桂園二舍,"POLYGON ((114.3534601 30.5416112, 114.3528202 30.5415011, 114.3528607 30.5413267, 114.3535005 30.5414368, 114.3534601 30.5416112))",dormitory,,,,,,,,,,,,"[1199831239, 1199831228, 1199831238, 1199831229, 1199831239]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103949720,,,"POLYGON ((114.352237 30.5432171, 114.352424 30.543234, 114.3524141 30.543315, 114.3522272 30.5432981, 114.352237 30.5432171))",yes,,,,,,,,,,,,"[1199840496, 1199840499, 1199840531, 1199840453, 1199840496]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,104107998,,测绘学院(4号教学楼),"POLYGON ((114.3569674 30.5283563, 114.3565686 30.5283555, 114.3565685 30.5283849, 114.3564246 30.5283845, 114.3564253 30.5281895, 114.3565496 30.5281899, 114.3565496 30.5282095, 114.3571045 30.5282115, 114.3571047 30.5281827, 114.3572333 30.5281832, 114.3572319 30.5284247, 114.3571113 30.5284242, 114.3571101 30.5286819, 114.3571107 30.5287483, 114.3569664 30.5287492, 114.3569674 30.5283563))",yes,,School of Geodesy and Geomatics,,,武汉,,430079,,珞喻路,,,"[1201323384, 2122526300, 2122526298, 1201323377, 1201323378, 5197464860, 5197464861, 5197464862, 5197464863, 1201323335, 1201323332, 1201323314, 1201323402, 2122526297, 2122526299, 1201323384]",4,,,,,,,,,,,129,http://main.sgg.whu.edu.cn/,,,,,,,,,,,,,,,,,,,,,
way,104108001,library,武汉大学图书馆(信息分馆),"POLYGON ((114.3551874 30.5312743, 114.3551907 30.5315308, 114.3553574 30.5315295, 114.3553599 30.5316047, 114.355987 30.531599, 114.3559878 30.5315249, 114.3561378 30.5315234, 114.3561386 30.5312692, 114.3551874 30.5312743))",yes,,,,,,,,,,,,"[998032338, 998032336, 998032375, 998032364, 998032363, 998032345, 998032342, 998032341, 998032338]",3,,,,,,,,,,,,,Mo-Su 07:30-22:30,,,,,,,,,,,,,,,,,,,,
