element_type,osmid,amenity,geometry,access,description,wheelchair,addr:city,addr:country,addr:housenumber,addr:postcode,addr:state,addr:street,email,phone,operator,parking,fee,building,maxheight,name,opening_hours,layer,emergency,nodes,alt_name,building:levels,roof:levels,capacity,leisure,loc_name,name:zh,sport,start_date,wikidata,wikipedia,roof:shape,image,short_name,building:material,height,man_made,tower:construction,tower:type,internet_access,toilets:wheelchair,website,old_name,source,museum,tourism,ele,gnis:county_id,gnis:created,gnis:feature_id,gnis:state_id,healthcare,operator:wikidata,operator:wikipedia,official_name,smoking,architect,contact:website,landuse,plant:method,plant:output:electricity,plant:output:hot_water,plant:output:steam,plant:source,power,ref:US:EIA,designation,contact:phone,shop,supervised,clock,access:conditional,note,building:levels:underground,max_level,min_level,cuisine,building:use,ref,craft,laundry_service,self_service,check_date,operator:type,shelter,residential,historic,observatory:type,voltage,disused:shop,healthcare:speciality,bus,public_transport,addr:county,building:min_level,surface,substation,construction,ways,type,old_name:1925--2018-03-29,old_name:1964-1975
way,99883675,library,"POLYGON ((-83.7382754 42.2760988, -83.7385634 42.2760959, -83.7385656 42.2762161, -83.7385908 42.2762158, -83.7385916 42.2762569, -83.7385202 42.2762576, -83.7385233 42.2764249, -83.7385342 42.2764248, -83.7385371 42.2765865, -83.738204 42.2765898, -83.7378714 42.2765931, -83.7378708 42.2765645, -83.7378686 42.2764432, -83.7378684 42.2764317, -83.7378865 42.2764316, -83.7378836 42.2762714, -83.737794 42.2762723, -83.7377933 42.2762299, -83.7377629 42.2762303, -83.7377618 42.2761753, -83.737835 42.2761746, -83.7378337 42.2761032, -83.738124 42.2761003, -83.7381234 42.2760669, -83.7381321 42.2760668, -83.7381308 42.2759929, -83.7379053 42.2759952, -83.737906 42.2760352, -83.7378168 42.2760361, -83.737816 42.2759961, -83.7376819 42.2759974, -83.7376805 42.2759235, -83.73768 42.2758938, -83.7376799 42.2758873, -83.7376793 42.2758554, -83.7382749 42.2758482, -83.7387022 42.2758451, -83.7387048 42.2759871, -83.7385758 42.2759884, -83.7385765 42.2760272, -83.7384793 42.2760282, -83.7384786 42.2759894, -83.7382572 42.2759916, -83.7382581 42.2760399, -83.7382744 42.2760397, -83.7382754 42.2760988))",,,yes,Ann Arbor,,913,48109,,South University Avenue,,,University of Michigan,,,yes,,Hatcher Graduate Library,,,,"[1154756166, 1154756063, 5405897929, 5405897930, 1154756172, 1154756026, 1154756092, 1154756324, 1154756058, 5644413389, 1154756302, 5645173265, 5645173266, 5405897936, 5405897935, 1154756317, 5405897933, 5405897934, 5405897932, 1154756164, 5405897931, 1154756225, 1154756304, 5405897940, 5405897939, 1154756157, 9170250342, 9170250340, 9170250339, 9170250341, 1154756265, 9072200693, 4397187860, 9072200692, 1154756144, 6787303995, 1154756318, 1154755981, 9170250346, 9170250343, 9170250344, 9170250345, 1154756020, 5405897937, 5405897938, 1154756166]",,9,,,,,哈彻研究生图书馆,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,99883679,,"POLYGON ((-83.7394119 42.2783855, -83.73897 42.2783893, -83.7385178 42.2783931, -83.7385147 42.2782367, -83.7385133 42.2781749, -83.7385108 42.2780649, -83.7385024 42.2776714, -83.7386121 42.2776721, -83.7387235 42.2776728, -83.7387243 42.2777338, -83.7389363 42.2777312, -83.7389385 42.2777974, -83.7389598 42.277797, -83.7389886 42.277764, -83.7389945 42.2777665, -83.7390106 42.277774, -83.7390591 42.2777963, -83.7390886 42.2778042, -83.7391221 42.2778141, -83.7391583 42.277828, -83.7391945 42.2778469, -83.7392187 42.2778627, -83.7392495 42.2778866, -83.7393026 42.2779109, -83.7393203 42.2779191, -83.7393104 42.2779325, -83.7393253 42.2779601, -83.739334 42.2779778, -83.7394084 42.2779796, -83.7394119 42.2783855))",,,,,,830,,,North University Avenue,,,University of Michigan,,,university,,School of Kinesiology Building,,,,"[1154756314, 5644413285, 1154756198, 9451493121, 9451493217, 9429629838, 1154756088, 9095824899, 1154756237, 1154756168, 1154756322, 1154756307, 4138814296, 4138814294, 5644413340, 5644413337, 4138814295, 4138814297, 4138814298, 4138814299, 4138814301, 4138814302, 4138814303, 5644413295, 4138814304, 4138814306, 4138814305, 4138814310, 1154756059, 1154756314]",,4,,,,,克劳斯自然科学楼,,,,,,,,,,,,,,,,Kraus Natural Science Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,112683514,,"POLYGON ((-83.7378595 42.2429341, -83.7378485 42.2427132, -83.7366912 42.2427448, -83.7367126 42.243176, -83.7368144 42.2432454, -83.7368417 42.2432235, -83.7368693 42.2432422, -83.7368894 42.243226, -83.7369443 42.2432635, -83.7370486 42.2431799, -83.7369294 42.2430986, -83.7369225 42.2429597, -83.7373833 42.2429474, -83.7378595 42.2429341))",,,,,,,,,,,,,,,yes,,,,,,"[1280296812, 1280296811, 1280296787, 1280296820, 11140160467, 11140160468, 11140160470, 11140160469, 1280296834, 1280296806, 1280296805, 1280296798, 11140160478, 1280296812]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,112683517,,"POLYGON ((-83.7369116 42.2432897, -83.7369425 42.2433108, -83.7368941 42.2433496, -83.737112 42.2434987, -83.737163 42.2434579, -83.7371933 42.2434786, -83.7374982 42.2432342, -83.7374717 42.2432161, -83.7375238 42.2431743, -83.7372981 42.24302, -83.7372488 42.2430594, -83.737222 42.243041, -83.7370486 42.2431799, -83.7369443 42.2432635, -83.7369116 42.2432897))",,,,Ann Arbor,,3003,48109,,South State Street,,,University of Michigan,,,university,,Wolverine Tower,,,,"[11140160466, 11140160458, 11140160463, 11140160460, 1280296797, 11140160459, 11140160461, 1280296829, 11140160462, 1280296795, 11140160464, 11140160465, 1280296806, 1280296834, 11140160466]",,11,,,,,,,,,,,,,,,,,,,,,,local_knowldge;bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,128634894,,"POLYGON ((-83.741339 42.2680069, -83.7413233 42.268007, -83.7413248 42.2680859, -83.7407444 42.2680918, -83.7407429 42.2680111, -83.7407264 42.2680113, -83.7407105 42.2671484, -83.7413231 42.2671422, -83.741339 42.2680069))",,,,,,,,,,,,University of Michigan,,,yes,,Yost Ice Arena,,,,"[1421061788, 5599682380, 5599682381, 5599682382, 5599682379, 1421061757, 1421061766, 1421061770, 1421061788]",,,,,stadium,,,ice_hockey,,Q8056385,en:Yost Ice Arena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,132574383,parking,"POLYGON ((-83.7364882 42.2804858, -83.7364589 42.280486, -83.7360024 42.2804889, -83.7355818 42.2804916, -83.7355798 42.2803203, -83.7355787 42.280224, -83.7355736 42.279793, -83.73648 42.2797852, -83.7364842 42.2801445, -83.7364853 42.2802344, -83.7364878 42.2804523, -83.7364882 42.2804858))",private,,,,,,,,,,,University of Michigan,multi-storey,yes,yes,,Fletcher Structure,,,,"[1458141610, 3416867981, 4393371107, 1458141577, 4147093456, 4147093453, 1458141544, 1458141569, 3095946660, 3095946658, 4393371106, 1458141610]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,154202605,,"POLYGON ((-83.734646 42.2782167, -83.7344328 42.2780537, -83.7343753 42.2780928, -83.7343425 42.2780673, -83.7343577 42.2780561, -83.7343975 42.2780268, -83.7343954 42.2780248, -83.7344697 42.2779702, -83.7345723 42.2778956, -83.7351342 42.2783317, -83.7350821 42.2784131, -83.7350359 42.2784867, -83.7341249 42.2784687, -83.7340352 42.2784669, -83.7339076 42.2784642, -83.7339089 42.2783896, -83.7339106 42.2782855, -83.7341143 42.2782892, -83.7345951 42.2782981, -83.734646 42.2782167))",,,,Ann Arbor,,1109,48109,,Geddes Avenue,,,University of Michigan,,,university,,Ruthven Building,,,,"[9416459622, 5608516453, 5608516454, 2596989087, 5614353215, 5608516456, 5608516455, 5481488709, 1667716839, 1667716886, 5584901705, 1667716906, 5614353186, 5614353188, 1667716897, 5614353190, 2596989073, 9416459617, 9416459623, 9416459622]",,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,154202607,,"POLYGON ((-83.7413198 42.2768475, -83.7409887 42.2768511, -83.7409868 42.2767546, -83.7409852 42.2766741, -83.741315 42.2766705, -83.7413152 42.2766806, -83.7414467 42.2766791, -83.7414459 42.2766405, -83.7418009 42.2766366, -83.7418012 42.2766563, -83.7418019 42.2766892, -83.7418025 42.2767224, -83.7418029 42.2767395, -83.7417611 42.2767399, -83.7417621 42.2767885, -83.7415265 42.2767911, -83.7414898 42.2767915, -83.7414899 42.2768001, -83.7414904 42.2768212, -83.7414906 42.2768335, -83.7413603 42.2768349, -83.7413599 42.276819, -83.7413193 42.2768195, -83.7413198 42.2768475))",,,yes,Ann Arbor,,434,48109,,South State Street,,,University of Michigan,,no,yes,,Kelsey Museum of Archaeology,"Tu-Fr 09:00-16:00; Sa,Su 13:00-16:00; PH,Mo off",,,"[1667716674, 1667716676, 5585396603, 1667716663, 1667716662, 4351262567, 5585397741, 5585397742, 4351262566, 5585397749, 5585397747, 5585397745, 5585397744, 5585397743, 4351262568, 5585397740, 4351262570, 5585397738, 5585397735, 4351262573, 4351262574, 4351262571, 4351262572, 1667716674]",,,,,,,凯尔希建筑博物馆,,,Q1738346,en:Kelsey Museum of Archaeology,,,,,,,,,,,https://lsa.umich.edu/kelsey,,,archaeological,museum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,154202608,,"POLYGON ((-83.7450616 42.2747364, -83.7450673 42.2744094, -83.7453845 42.2744124, -83.7453849 42.2743899, -83.7449755 42.2743839, -83.7449673 42.2743173, -83.7449669 42.2742583, -83.7453981 42.2742581, -83.7453981 42.2742553, -83.7456685 42.2742563, -83.7456666 42.2745154, -83.7454691 42.2745146, -83.7454688 42.2745514, -83.7455617 42.2745968, -83.7455589 42.2746, -83.7457762 42.2747061, -83.7456301 42.2748699, -83.7453625 42.2747393, -83.7450616 42.2747364))",,,,Ann Arbor,,330,48109,,Packard Street,,,University of Michigan,,,university,,Perry Building,,,,"[1667716435, 1667716339, 1667716342, 1667716329, 1667716326, 3196308814, 1667716280, 1667716281, 1667716274, 1667716275, 1667716377, 1667716375, 1667716385, 1667716398, 1667716400, 1667716428, 1667716508, 1667716449, 1667716435]",,,,,,,,,,,,,,,,,,,,,,,W.S. Perry School,,,,260,161,04/14/1980,634680,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,154202613,,"POLYGON ((-83.7400897 42.2755785, -83.7398969 42.2755826, -83.7398948 42.2756003, -83.7399235 42.2756002, -83.7399272 42.275772, -83.7401417 42.27577, -83.7401445 42.2759018, -83.7397489 42.2759074, -83.7397492 42.2759175, -83.7394144 42.2759218, -83.739408 42.2757852, -83.7397343 42.2757808, -83.7397323 42.2756284, -83.739732 42.2756016, -83.7397796 42.2756001, -83.7397793 42.2755715, -83.7396644 42.2755737, -83.7396613 42.2754907, -83.7396423 42.2754908, -83.7396234 42.2754873, -83.7396071 42.2754812, -83.7395925 42.2754728, -83.7395823 42.2754642, -83.7395752 42.2754534, -83.739572 42.2754465, -83.73957 42.2754388, -83.7395678 42.2754303, -83.7395671 42.2754224, -83.739568 42.2754139, -83.7395712 42.2754063, -83.7395746 42.2753989, -83.7395803 42.2753919, -83.7395878 42.2753841, -83.739598 42.2753771, -83.7396078 42.2753712, -83.7396195 42.2753666, -83.7396349 42.2753638, -83.7396526 42.2753625, -83.7396522 42.2753509, -83.7395694 42.2753523, -83.7395665 42.2752505, -83.7395788 42.2752505, -83.7396285 42.2752501, -83.7396491 42.2752505, -83.7396503 42.2752814, -83.7398579 42.2752788, -83.7398846 42.2752793, -83.7398846 42.2752639, -83.740086 42.2752639, -83.7400883 42.2753484, -83.7401403 42.2753478, -83.7401437 42.2754203, -83.740142 42.2754931, -83.740088 42.2754936, -83.7400897 42.2755785))",,,,Ann Arbor,,525,48109,,South State Street,,,University of Michigan,,no,yes,,University of Michigan Museum of Art,Tu-Sa 11:00-17:00; Su 12:00-17:00,,,"[1667716586, 5416465605, 3095953982, 5416465604, 3095953984, 3095953986, 3095953985, 3095953987, 3095953990, 3095953989, 3095953988, 3095953983, 5585463741, 5416465602, 5416465603, 3095953981, 1667716587, 2344570114, 5416465601, 2344570122, 5416465600, 2344570129, 5416465599, 5416465595, 5416465598, 5416465596, 5416465597, 2344570118, 5416465594, 5416465592, 5416465593, 2344570120, 5416465591, 5416465589, 5416465590, 5416465588, 2344570127, 2344570124, 5416465587, 5416465586, 5416465585, 5577776168, 5577776179, 5416465584, 1667716526, 5577776177, 5416465583, 5416465582, 1667716522, 3095953977, 3095953980, 3095953991, 3095953979, 3095953978, 1667716586]",,,,,,,,,,Q2495870,en:University of Michigan Museum of Art,,,,,,,,,,,,,,art,museum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,154202629,,"POLYGON ((-83.7314933 42.2838937, -83.7309892 42.2838967, -83.7309886 42.2838691, -83.7308148 42.2838685, -83.7307604 42.2838683, -83.7307021 42.2838681, -83.7306885 42.2833721, -83.7306933 42.2833073, -83.7306961 42.2832695, -83.7307017 42.283194, -83.7307132 42.2830895, -83.7307131 42.282996, -83.7307238 42.2829259, -83.7308117 42.2829008, -83.7306532 42.2828212, -83.7307668 42.2827117, -83.7307963 42.2827333, -83.7308491 42.2826991, -83.7308793 42.2827204, -83.7309348 42.2826908, -83.7309645 42.2827068, -83.7310078 42.2826845, -83.731204 42.2828844, -83.7312136 42.2828878, -83.7313081 42.2828933, -83.7314025 42.2828997, -83.7315125 42.2829178, -83.731617 42.2829423, -83.7317022 42.2829745, -83.7316553 42.2830494, -83.7315983 42.2831568, -83.7316249 42.283175, -83.7316456 42.283194, -83.7316583 42.2832202, -83.7316615 42.283243, -83.7316555 42.2832677, -83.7316462 42.2832852, -83.7316329 42.2833027, -83.7316138 42.2833167, -83.731589 42.2833279, -83.7315671 42.2833342, -83.7315445 42.2833382, -83.7315213 42.2833389, -83.7315058 42.2833375, -83.731491 42.283382, -83.7314799 42.2834355, -83.7314732 42.2834788, -83.7314597 42.2835814, -83.7314577 42.2836418, -83.7314627 42.2837044, -83.7314705 42.2837682, -83.7314831 42.2838376, -83.7314933 42.2838937))",,,,Ann Arbor,,1425,48109,,East Ann Street,,,University of Michigan,,,hospital,,Frankel Cardiovascular Center,,,,"[1667717899, 5481526689, 5481526691, 9408885554, 9408885551, 1667717898, 1667717817, 9408885545, 9408885547, 1667717768, 1667717736, 1667717713, 1667717707, 1667717695, 1667717684, 1667717658, 5481526670, 5481526669, 5481526668, 5481526667, 5481526666, 1667717640, 1667717690, 5481526671, 5481526672, 5481526673, 1667717706, 1667717709, 1667717710, 1667717719, 1667717766, 5481526674, 1667717771, 5481526675, 1667717773, 5481526676, 5481526677, 5481526678, 1667717787, 5481526679, 5481526680, 5481526681, 1667717788, 5481526682, 5481526684, 5481526683, 1667717840, 5481526685, 5481526696, 5481526686, 5481526687, 5481526688, 1667717899]",,3,,,,,弗兰克尔心血管疾病研究中心,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,154202631,,"POLYGON ((-83.7325131 42.2817297, -83.7325134 42.2817382, -83.7326111 42.2817363, -83.7326123 42.2817671, -83.7326759 42.2817658, -83.732681 42.2819026, -83.7327436 42.2819014, -83.732744 42.2819115, -83.732835 42.2819096, -83.7328327 42.2818485, -83.7329943 42.2818452, -83.7329965 42.2819044, -83.7330823 42.2819027, -83.733082 42.281893, -83.7331492 42.2818917, -83.733144 42.2817535, -83.7331859 42.2817526, -83.7331932 42.2817525, -83.7331926 42.2817348, -83.7331985 42.2817347, -83.7332034 42.2817192, -83.7332941 42.2817172, -83.7332953 42.2817483, -83.7333042 42.2817482, -83.7333097 42.2818871, -83.7333193 42.2818869, -83.7333227 42.281974, -83.7333127 42.2819742, -83.7333181 42.2821108, -83.733179 42.2821138, -83.7331759 42.2820351, -83.7331112 42.2820365, -83.7331107 42.2820236, -83.7329482 42.2820271, -83.7329487 42.2820393, -83.7328884 42.2820405, -83.732888 42.2820291, -83.7327311 42.2820323, -83.7327317 42.2820478, -83.7326672 42.2820491, -83.73267 42.2821282, -83.7325298 42.282131, -83.7325271 42.2820538, -83.7321831 42.2820605, -83.732187 42.2821712, -83.7320058 42.2821747, -83.7320033 42.2821042, -83.7319599 42.2821051, -83.7319574 42.282035, -83.7319509 42.2820351, -83.7319481 42.2819512, -83.732003 42.2819502, -83.7320008 42.2818837, -83.7319483 42.2818847, -83.7319437 42.2817455, -83.732117 42.2817424, -83.7321158 42.2817052, -83.7321467 42.2817046, -83.7321457 42.2816772, -83.7322398 42.2816754, -83.7322407 42.2817025, -83.7322658 42.281702, -83.7322669 42.2817343, -83.7325131 42.2817297))",,,,,,,,,,,,University of Michigan,,,dormitory,,Couzens Hall,,,,"[1667717579, 1667717547, 5615363355, 5615363354, 1667717546, 5615363353, 5615363352, 1667717578, 1667717576, 1667717552, 1667717554, 1667717573, 1667717571, 5615363350, 5615363351, 1667717549, 5615363386, 5615363349, 5615363348, 5615363347, 5615363346, 5615363345, 5615363344, 1667717545, 5615363343, 5615363342, 5615363341, 5615363340, 1667717601, 1667717602, 1667717586, 5615363339, 5615363338, 5615363337, 5615363335, 5615363336, 5615363334, 5615363333, 5615363332, 1667717596, 1667717606, 1667717609, 1667717598, 5615363389, 5615363390, 5615363391, 5615363392, 1667717599, 5615363331, 5615363330, 5615363329, 5615363328, 1667717584, 5615363327, 5615363326, 1667717582, 1667717524, 5615363322, 5615363325, 5615363324, 5615363323, 1667717523, 1667717580, 1667717579]",,4,,,,,考神厅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,154202642,parking,"POLYGON ((-83.7401967 42.2799683, -83.7397416 42.2799799, -83.7397398 42.2799413, -83.739728 42.2796883, -83.7397192 42.2794991, -83.7401743 42.2794875, -83.7401967 42.2799683))",private,University parking permit required.,,,,,,,,,,University of Michigan,multi-storey,,yes,,Thayer Street Parking Structure,,,,"[1667717236, 1667717237, 7124481600, 7124481597, 1667717054, 1667717053, 1667717236]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,154202651,,"POLYGON ((-83.7418425 42.2770041, -83.7417308 42.2770058, -83.7417318 42.2770423, -83.7416775 42.2770431, -83.7416231 42.2770439, -83.741622 42.2770019, -83.7414364 42.2770045, -83.7414366 42.277011, -83.7413731 42.2770119, -83.7413137 42.2770128, -83.7413134 42.2769998, -83.7412544 42.2770006, -83.7412513 42.2768802, -83.7413068 42.2768793, -83.7413065 42.2768688, -83.7414338 42.276867, -83.7414339 42.2768724, -83.7414487 42.2768722, -83.7416221 42.2768697, -83.7416216 42.2768516, -83.7417306 42.2768501, -83.7417311 42.2768666, -83.7417477 42.2768664, -83.7418388 42.276865, -83.7418407 42.2769352, -83.7418425 42.2770041))",,,,Ann Arbor,,432,48109,,South State Street,,,University of Michigan,,,dormitory,,Helen Newberry Residence,,,,"[1667716698, 5585397722, 5585396618, 5585397724, 5585396617, 5585397723, 5585396616, 5585396615, 5585397721, 5585396614, 5585396613, 1667716697, 1667716688, 5585396610, 5585396611, 5585396612, 5585396609, 5585396607, 4351262578, 4351262576, 4351262575, 4351262577, 5585397726, 1667716690, 5585397730, 1667716698]",,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,154202652,,"POLYGON ((-83.7385417 42.2754663, -83.7384504 42.2754675, -83.7384474 42.2753956, -83.7384868 42.2753948, -83.7384846 42.2752832, -83.7385248 42.275283, -83.7385239 42.2752507, -83.7385974 42.2752495, -83.7386151 42.2752494, -83.7386375 42.2752493, -83.7387095 42.275249, -83.7387093 42.2752577, -83.7387623 42.2752573, -83.7387622 42.2752659, -83.7387818 42.275269, -83.7387982 42.2752775, -83.7388058 42.2752914, -83.7388048 42.2753061, -83.7387982 42.2753151, -83.7387847 42.2753239, -83.7387687 42.2753279, -83.7387696 42.2753583, -83.7387985 42.2753582, -83.7388001 42.2754157, -83.738774 42.2754157, -83.7387766 42.2754687, -83.7387775 42.2754831, -83.7386734 42.2754846, -83.738672 42.2754323, -83.7386716 42.2754173, -83.738694 42.2754165, -83.7386922 42.2753655, -83.7385397 42.2753669, -83.738541 42.2754318, -83.7385417 42.2754663))",private,,,,,815,,,South University Avenue,,,University of Michigan,,,university,,President's Residence,,,,"[1667716542, 1667932677, 1667932641, 1667932633, 1667932572, 1667932565, 1667716521, 9198556368, 9198532813, 9198556344, 1667716520, 1667932553, 1667932551, 1667932564, 1667932561, 1667932577, 9198556365, 9198556366, 1667932579, 9198556367, 1667932587, 1667932622, 9198556362, 9198556363, 9198556364, 5577776208, 1667716536, 1667932689, 9198556360, 1667932644, 1667932643, 1667932592, 1667932605, 9198556361, 1667716542]",,3,,,,,校长楼,,,,,quadruple_saltbox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,154202653,,"POLYGON ((-83.7404906 42.2726569, -83.7403627 42.2726581, -83.7403301 42.2726581, -83.7402987 42.2726587, -83.7402855 42.272659, -83.7402668 42.2726592, -83.7402661 42.272633, -83.7402331 42.2726334, -83.7401027 42.2726346, -83.7400746 42.2726349, -83.7400723 42.2724992, -83.7403074 42.272497, -83.7403041 42.2722992, -83.7402455 42.2722997, -83.7402452 42.2722808, -83.7400686 42.2722825, -83.7400664 42.272154, -83.7401753 42.272153, -83.7401748 42.2721269, -83.7402627 42.2721261, -83.7402629 42.2721366, -83.7403942 42.2721354, -83.7403948 42.2721705, -83.7404908 42.2721691, -83.7404925 42.2722768, -83.740485 42.272277, -83.7404911 42.2724938, -83.740505 42.2724937, -83.7405073 42.2726294, -83.7404902 42.2726296, -83.7404906 42.2726569))",,,,Ann Arbor,,735,48109,,South State Street,,,,,,university,,Gerald R. Ford School of Public Policy - Weill Hall,,,,"[1667716114, 5692104134, 5487177569, 5692104168, 5692104169, 5481582479, 5481582478, 5692104177, 5631748227, 1667716116, 5406236349, 5406236351, 5406236352, 5406236354, 5406236353, 5406236350, 1667716080, 5406236357, 5406236356, 5406236355, 5406236360, 5406236358, 5406236359, 1667716079, 5692104132, 5692104133, 5481582483, 5481582482, 5481582481, 5481582480, 1667716114]",,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,154202660,library,"POLYGON ((-83.7394367 42.2757237, -83.7393597 42.2757247, -83.7393599 42.2757333, -83.7392152 42.2757353, -83.7392149 42.2757252, -83.739136 42.2757263, -83.7391333 42.2756208, -83.7391515 42.2756205, -83.7391492 42.2755341, -83.7391374 42.2755343, -83.7391371 42.275521, -83.7391298 42.2755211, -83.739129 42.275484, -83.7391208 42.2754841, -83.7391205 42.2754692, -83.7391202 42.275454, -83.7391382 42.2754538, -83.7391377 42.2754264, -83.7392119 42.2754256, -83.7392117 42.2754158, -83.739228 42.2754156, -83.7392274 42.2753828, -83.7391372 42.2753836, -83.739135 42.2752464, -83.7394242 42.2752439, -83.7394264 42.2753802, -83.7393394 42.275381, -83.7393399 42.2754109, -83.7393563 42.2754108, -83.7393565 42.2754217, -83.7394303 42.275421, -83.7394324 42.2755333, -83.7394164 42.2755335, -83.7394172 42.2755717, -83.7394181 42.275612, -83.7394341 42.2756118, -83.7394367 42.2757237))",,,,Ann Arbor,,855,48109-1357,,South University Avenue,,+1 734 764 5405,University of Michigan,,,yes,,Tappan Hall,,,,"[1667716595, 5416465606, 5416465607, 5416465608, 5416465609, 1667716592, 5416465610, 5416465613, 5416465612, 5416465617, 5416466726, 5416466727, 5416466724, 5416466725, 5577776213, 5416466723, 5416466722, 1667932656, 1667932651, 5416465620, 5416466721, 1667932628, 1667932630, 1667716518, 1667716519, 1667932612, 1667932615, 1667932672, 5416465619, 5416465618, 1667932658, 5416465614, 5416465616, 5585463740, 5416465615, 5416465611, 1667716595]",,,,,,,,,,,,,,,,,,,,,,https://www.lib.umich.edu/fine-arts-library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,154202662,,"POLYGON ((-83.7368428 42.2732052, -83.736115 42.2732154, -83.7361152 42.2732226, -83.735976 42.2732245, -83.7359723 42.2730749, -83.7359695 42.2729637, -83.7360201 42.2729713, -83.7362178 42.272967, -83.7366369 42.2729546, -83.7366383 42.2730106, -83.7368414 42.2730078, -83.7368421 42.2730361, -83.7369014 42.2730353, -83.736906 42.2732179, -83.7368431 42.2732188, -83.7368428 42.2732052))",,,,,,,,,,,,,,,university,,Blau Hall,,,,"[1667716171, 6787305711, 6787305710, 1667716169, 6787305723, 1667716147, 6787305712, 3080326860, 1667716149, 6787305705, 1667716156, 6787305706, 6787305707, 6787305709, 6787305708, 1667716171]",,6,,,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,154202668,,"POLYGON ((-83.734357 42.2830616, -83.7342755 42.2830646, -83.7342747 42.2830384, -83.73383 42.2830527, -83.733825 42.282947, -83.733822 42.2828826, -83.7337875 42.2828831, -83.7337269 42.2828838, -83.733726 42.2828348, -83.7338194 42.2828323, -83.7338165 42.2827727, -83.7343402 42.2827542, -83.734357 42.2830616))",,,,Ann Arbor,,205,48109,,Zina Pitcher Place,,,,,,university,,Molecular and Behavioral Neuroscience Institute,,,,"[1667717722, 5615363519, 5615363520, 1667717735, 5615363526, 5615363524, 5615363528, 5615363523, 5615363522, 5615363521, 1667717664, 1667717662, 1667717722]",,3,,,,,细胞和行为神经学研究所,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
