element_type,osmid,amenity,parking,geometry,access,wheelchair,addr:state,building,ele,gnis:county_name,gnis:feature_id,gnis:import_uuid,gnis:reviewed,name,source,addr:housenumber,addr:street,wikidata,created_by,addr:city,addr:country,addr:postcode,alt_name,website,phone,shop,man_made,surveillance:type,height,material,operator,tourism,nodes,building:levels,building:material,leisure,sport,wikipedia,roof:levels,roof:shape,year_of_construction,religion,other_source,opening_hours,note,operator:type,email,gnis:county_id,gnis:created,gnis:state_id,old_name,short_name,ref:isil,addr:housename,full_name,name:zh,internet_access,type,building_1,fee,opening_hours:url,building:flats,content,bridge,layer,ways,aerospace:product,faculty,building:levels:underground
way,323368926,,,"POLYGON ((-71.1188128 42.3798473, -71.1186875 42.3798411, -71.1186918 42.3797932, -71.1186941 42.3797668, -71.1187086 42.3795908, -71.11869 42.3795894, -71.1186932 42.3795424, -71.118711 42.3795432, -71.1187175 42.3794637, -71.1187195 42.3794408, -71.1187241 42.3793812, -71.1187728 42.3793834, -71.118805 42.3793847, -71.1188545 42.379387, -71.118849 42.3794694, -71.1188633 42.3794702, -71.1188701 42.379573, -71.1188394 42.3795709, -71.1188128 42.3798473))",,,,dormitory,,,,,,Story Hall,,12,Everett Street,,,,,02138-2701,,,,,,,,,,,"[3301715092, 3301715093, 3301715080, 3301715079, 3301715096, 3301715099, 3301715098, 3301715097, 3301715073, 3301715072, 3301715094, 3303470192, 3303470189, 3301715095, 3301715101, 3301715102, 3301715103, 3301715100, 3301715092]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,323561128,,,"POLYGON ((-71.1179282 42.3794016, -71.1179262 42.3794302, -71.1178302 42.3794267, -71.1178322 42.3793981, -71.1179282 42.3794016))",,,,bridge,,,,,,,,,,,,,,,,,,,,,,,,,"[3303470175, 3303470176, 3301714359, 3301714360, 3303470175]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
way,323561129,,,"POLYGON ((-71.1181913 42.379002, -71.1185725 42.3789219, -71.1185591 42.3788871, -71.1181779 42.3789672, -71.1181913 42.379002))",,,,roof,,,,,,,,,,,,,,,,,,,,,,,,,"[325488705, 328623204, 328631286, 3303470185, 325488705]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
way,323561130,,,"POLYGON ((-71.1188602 42.3793202, -71.1188545 42.379387, -71.118805 42.3793847, -71.1188082 42.3793477, -71.118776 42.3793462, -71.1187728 42.3793834, -71.1187241 42.3793812, -71.1187298 42.3793141, -71.1188602 42.3793202))",,,,roof,,,,,,,,,,,,,,,,,,,,,,,,,"[327355296, 3301715095, 3303470189, 3303470190, 3303470191, 3303470192, 3301715094, 3303470186, 327355296]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
way,323561131,,,"POLYGON ((-71.1197337 42.3797074, -71.1197254 42.3797839, -71.1196153 42.3797774, -71.1196086 42.379839, -71.1190487 42.3798059, -71.1190589 42.3797122, -71.1190368 42.3797109, -71.119055 42.3795429, -71.119092 42.3795451, -71.1190958 42.3795095, -71.1194524 42.3795305, -71.1194351 42.3796898, -71.1197337 42.3797074))",,,,university,,,,,,Clinical Wing,,1585,Massachusetts Avenue,,,,,02138-2801,,,,,,,,concrete,,,"[1784210244, 3303470217, 3303470218, 3303470219, 3303470220, 3303470221, 3303470222, 3303470234, 3303470235, 3303470236, 3303470223, 3303470224, 1784210244]",3,,,,,0,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,323749032,,,"POLYGON ((-71.1183163 42.3802416, -71.1183731 42.3802441, -71.1183736 42.3802309, -71.1184494 42.3802344, -71.1185193 42.3802377, -71.1185175 42.3802513, -71.1185836 42.3802549, -71.118594 42.3802554, -71.1185862 42.3803586, -71.118297 42.3803468, -71.1183054 42.3802411, -71.1183163 42.3802416))",,,,dormitory,,,,,,Terry Terrace,,17,Everett Street,,,,,02138-2762,,,,,,,,,,,"[326231433, 326219282, 326158353, 5750423105, 326226820, 326171176, 326153073, 3305282877, 3305282874, 3305282875, 3305282876, 326231433]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,323749033,,,"POLYGON ((-71.1183163 42.3802416, -71.1183054 42.3802411, -71.118297 42.3803468, -71.1181125 42.3803386, -71.1181193 42.3802543, -71.1181426 42.3802553, -71.1181452 42.3802231, -71.1181624 42.3802239, -71.1181702 42.3801272, -71.1181308 42.3801255, -71.1181389 42.3800246, -71.1184013 42.3800361, -71.1183931 42.3801383, -71.1183248 42.3801353, -71.1183193 42.3802039, -71.1183163 42.3802416))",,,,dormitory,,,,,,Terry Terrace,,19,Everett Street,,,,,02138-2763,,,,,,,,,,,"[326231433, 3305282876, 3305282875, 326222316, 326226783, 326231922, 326153254, 326156807, 326163993, 326172250, 326213715, 326198627, 326223627, 326208780, 5750423106, 326231433]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,323749068,,,"POLYGON ((-71.1178851 42.3800062, -71.1178765 42.3801176, -71.117886 42.380118, -71.1178777 42.3802252, -71.1178506 42.3802241, -71.1178433 42.3803183, -71.1180567 42.3803274, -71.1180639 42.3802349, -71.1180425 42.380234, -71.1180509 42.3801263, -71.1180565 42.3801265, -71.1180633 42.3800385, -71.1180321 42.3800372, -71.118034 42.3800125, -71.1178851 42.3800062))",,,,university,,,,,,Berkman Center for Internet & Society,,23,Everett Street,Q2801605,,,,02138-2735,,,,,,,,,,,"[3305282947, 3305282948, 3305282949, 3305282950, 3305282951, 3305282952, 3305282953, 3305282954, 3305282955, 3305282956, 3305282957, 3305282958, 3305282959, 3305282960, 3305282947]",2,,,,en:Berkman Klein Center for Internet & Society,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,323920750,,,"POLYGON ((-71.119283 42.3811452, -71.1191596 42.3811374, -71.1191686 42.3810596, -71.1192921 42.3810674, -71.119283 42.3811452))",,,,dormitory,,,,,,,,3,Mellen Street,,,,,02138-2736,,,,,,,,,,,"[3306934489, 3306934490, 3306934491, 3306934492, 3306934489]",1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,323920751,,,"POLYGON ((-71.1191989 42.381049, -71.1191583 42.3810466, -71.1191558 42.3810696, -71.1190763 42.3810651, -71.1190791 42.3810399, -71.1190712 42.3810329, -71.1190727 42.3810177, -71.1190821 42.3810119, -71.1190889 42.3809452, -71.11916 42.3809493, -71.1191607 42.380942, -71.1192099 42.3809448, -71.1191989 42.381049))",,,,dormitory,,,,,,Baker Hall,,5,Mellen Street,,,,,02138-2736,,,,,,,,,,,"[3306934493, 3306934494, 3306934495, 3306934496, 3306934501, 3306934503, 3306934504, 3306934502, 3306934497, 3306934498, 3306934499, 3306934500, 3306934493]",2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,378978139,,,"POLYGON ((-71.1148034 42.3680008, -71.1148048 42.3678296, -71.115007 42.3678306, -71.1150069 42.3678464, -71.1150055 42.3680017, -71.1148034 42.3680008))",,,,university,,,,,,,Bing,97,Banks Street,,,,,,,,,,,,,,,,"[3823406596, 3823406592, 3823406593, 10863818474, 3823406597, 3823406596]",1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,378978152,,,"POLYGON ((-71.1153113 42.3680564, -71.1150414 42.36802, -71.1150703 42.3679033, -71.1153401 42.3679397, -71.1153113 42.3680564))",,,,university,,,,,,Mather House Tower,Bing,,,Q6786940,,,,,,,,,,,,,,,"[3823406599, 3823406598, 3823406594, 3823406595, 3823406599]",20,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,610233462,,,"POLYGON ((-71.118343 42.3722261, -71.1181758 42.3721773, -71.1182174 42.3720944, -71.1183861 42.3721409, -71.118343 42.3722261))",,,,yes,,,,,,,,24,Holyoke Street,,,,,,,,,,,,,,,,"[5779368870, 5779368871, 326232129, 326229064, 5779368870]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,610233463,,,"POLYGON ((-71.1183087 42.3723219, -71.1182847 42.3723639, -71.118268 42.3723587, -71.1182375 42.3724119, -71.118258 42.3724183, -71.1182327 42.3724625, -71.1180154 42.3723946, -71.1180774 42.3722863, -71.1180952 42.3722552, -71.1181146 42.3722613, -71.1183087 42.3723219))",,,MA,dormitory,,,,,,Apley Court,,16,Holyoke Street,,,Cambridge,,02138,,,,,,,,,,,"[5779368864, 326207102, 326199908, 11599459372, 11599459373, 326215552, 326174429, 11599459371, 326154443, 326173101, 5779368864]",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,624059822,,,"POLYGON ((-71.1237552 42.3757951, -71.1238666 42.3758313, -71.1238619 42.3759115, -71.1238746 42.3759184, -71.1238739 42.3759469, -71.1238585 42.3759531, -71.1238354 42.3759534, -71.123822 42.3759459, -71.1237448 42.3759447, -71.1237321 42.3759516, -71.1237093 42.3759526, -71.1236925 42.3759447, -71.1236292 42.375944, -71.1236054 42.3759499, -71.1235873 42.3759432, -71.1235772 42.3759326, -71.1235909 42.3759052, -71.1236309 42.3758256, -71.1236436 42.3758206, -71.1236573 42.3758169, -71.1236707 42.3758219, -71.1236798 42.3758303, -71.1236835 42.3758402, -71.1236768 42.3758528, -71.1236808 42.3758593, -71.1237056 42.3758672, -71.1237163 42.3758607, -71.1237308 42.3758578, -71.1237402 42.3758585, -71.1237512 42.3758387, -71.1237459 42.3758313, -71.1237375 42.3758305, -71.1237328 42.3758243, -71.1237271 42.3758204, -71.1237271 42.3758139, -71.1237331 42.3758038, -71.1237415 42.3758006, -71.1237552 42.3757951))",,,,residential,,,,,,Brattle Street Apartments,,83,Brattle Street,,,,,,,,,,,,,,,,"[5892719913, 5892719912, 5892719911, 5892719910, 5892719909, 5892719908, 5892719907, 5892719906, 5892719905, 5892719904, 5892719903, 5892719902, 5892719901, 5892719900, 5892719899, 5892719898, 5892719677, 5892719897, 5892719896, 5892719895, 5892719894, 5892719893, 5892719892, 5892719891, 5892719890, 5892719889, 5892719888, 5892719887, 5892719886, 5892719885, 5892719684, 5892719683, 5892719682, 5892719681, 5892719680, 5892719679, 5892719678, 5892719913]",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,624059823,,,"POLYGON ((-71.1235858 42.3758852, -71.1234464 42.3758408, -71.1234737 42.375794, -71.1235018 42.3757458, -71.1235726 42.3757684, -71.1235782 42.3757589, -71.1236242 42.3757735, -71.1235833 42.3758434, -71.123606 42.3758506, -71.1235858 42.3758852))",,,,detached,,,,,,Alumnae,,79;81,Brattle Street,,,,,,,,,,,,,,,,"[327336385, 327367423, 5892719914, 328597914, 327546621, 328613848, 328607251, 5892719916, 5892719915, 327336385]",2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,644451323,,,"POLYGON ((-71.1203673 42.3667826, -71.1201416 42.3668046, -71.12014 42.3667967, -71.1199737 42.3668098, -71.1199535 42.3667479, -71.119857 42.3667558, -71.1198361 42.3666984, -71.1197061 42.3663401, -71.1198248 42.3663183, -71.1198255 42.3663049, -71.1201601 42.3662732, -71.1201614 42.3662832, -71.1202801 42.3662703, -71.120327 42.3665839, -71.1203646 42.3665973, -71.1203867 42.3666205, -71.1204008 42.3666503, -71.1203988 42.3666825, -71.1203767 42.3667112, -71.1203572 42.3667236, -71.1203673 42.3667826))",,,MA,university,,,,,,Chao Center,,49,Harvard Way,Q48839938,,Boston,,02163,,https://www.hbs.edu/about/campus-and-culture/campus-built-on-philanthropy/Pages/chao-center.aspx,,,,,,,,,"[6060953391, 6060953390, 6060953389, 6060953388, 6060953387, 6060953386, 7442740427, 6060953385, 6060953084, 6060953083, 6060953082, 6060953081, 6060953080, 6060953079, 6060953078, 6060953077, 6060953076, 6060953075, 6060953074, 6060953073, 6060953391]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,670428522,,,"POLYGON ((-71.1212146 42.3652372, -71.121178 42.3652368, -71.1211833 42.3652715, -71.1209399 42.3652737, -71.1209245 42.3652308, -71.1208513 42.3652312, -71.1207729 42.3652316, -71.1207716 42.3652239, -71.1206834 42.3652253, -71.1206803 42.3651098, -71.1206963 42.3651091, -71.1206813 42.3649409, -71.1206702 42.3649417, -71.1206607 42.3648215, -71.120747 42.3648207, -71.1207471 42.3648032, -71.1207978 42.3648038, -71.1208996 42.364805, -71.1209009 42.364788, -71.1212806 42.3647924, -71.121331 42.3647908, -71.121336 42.3649174, -71.1213205 42.3649154, -71.1213305 42.3650822, -71.1213503 42.3650842, -71.1213519 42.3652093, -71.1212425 42.3652153, -71.121224 42.3652145, -71.1212146 42.3652372))",,,,university,,,,,,Klarman Hall,,113,Western Avenue,,,,,,,,,,,,,,,,"[6278307900, 6783346080, 6783346079, 6278307901, 6783346078, 7442740411, 6278307921, 6278307903, 6278307920, 6278307919, 6278307918, 6278307917, 6278307904, 6278307916, 6278307915, 6278307905, 7514942827, 6278307906, 6278307907, 7514942828, 6278307908, 6278307909, 6278307910, 6278307911, 6278307912, 6278307913, 6278307925, 6278307914, 6278307900]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,687228720,,,"POLYGON ((-71.1249018 42.3637528, -71.1249286 42.3639035, -71.1251432 42.3638836, -71.1251593 42.3640105, -71.1253685 42.3639946, -71.1253256 42.3637172, -71.1249018 42.3637528))",,,,yes,,,,,,Pagliuca Harvard Life Lab,,127,Western Avenue,,,,,,,,,,,,,,,,"[6441533173, 6441533174, 6441533175, 6441533176, 6441533177, 6441533178, 6441533173]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,712133795,,,"POLYGON ((-71.1151177 42.3697587, -71.1151937 42.3697824, -71.1151062 42.3699357, -71.115028 42.3699114, -71.1150458 42.3698801, -71.1150189 42.3698717, -71.1150747 42.3697741, -71.1151038 42.3697832, -71.1151177 42.3697587))",,,,university,,,,,,,,7,Grant Street,,,,,,,,,,,,,,,,"[6695762355, 6695762354, 6695762353, 6695762291, 6695762292, 6695762352, 6695762294, 6695762293, 6695762355]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,761813506,,,"POLYGON ((-71.1270115 42.3627451, -71.1272591 42.3627423, -71.1272622 42.3627754, -71.1273532 42.3627654, -71.1273933 42.3630443, -71.1273283 42.3630494, -71.1273474 42.3632246, -71.1268636 42.3632602, -71.1268522 42.3631885, -71.1267222 42.3632013, -71.1267371 42.3633181, -71.1260935 42.3633705, -71.1260765 42.3632541, -71.1259954 42.3632606, -71.126007 42.3633414, -71.1256228 42.3633679, -71.1256174 42.3633339, -71.125596 42.3632264, -71.1254584 42.3630799, -71.125269 42.362848, -71.1255957 42.3626687, -71.1258746 42.3628961, -71.1258456 42.3627451, -71.1259069 42.3627408, -71.1260452 42.362876, -71.1260546 42.3628852, -71.12619 42.3628731, -71.1261957 42.3629081, -71.126335 42.3628701, -71.126385 42.3628442, -71.1265256 42.3627713, -71.1265569 42.3624484, -71.126884 42.3624588, -71.1268829 42.3624782, -71.126906 42.3624801, -71.1269188 42.3625215, -71.1269626 42.3625297, -71.1270115 42.3627451))",,,,yes,,,,,,John A. Paulson School of Engineering and Applied Sciences,,150,Western Avenue,,,,,,,,,,,,,,,,"[7117767893, 9961993922, 9961993921, 9961993920, 10011083850, 9846940092, 7117767919, 7117767904, 9846940088, 9846940089, 7117767918, 7117767913, 9846940090, 9846940091, 7117767900, 7117767895, 9853708098, 7117767897, 9846959123, 7117767906, 7117767908, 9846940087, 7117767910, 7117767916, 9846959117, 7117767902, 7117767894, 7117767905, 7117767920, 9846959140, 7117767911, 9846940086, 9846959124, 9846940094, 9846940085, 7117767917, 7117767903, 7117767893]",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,803375014,,,"POLYGON ((-71.1203479 42.3646382, -71.1203393 42.3645844, -71.1203839 42.3645806, -71.120389 42.3646351, -71.1203479 42.3646382))",,,,kiosk,,,,,,,,,,,,,,,,,,,,guard,,,,,"[7514942852, 7514942853, 7514942854, 7514942855, 7514942852]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,814276027,,,"POLYGON ((-71.1295068 42.3665602, -71.129679 42.3663451, -71.129407 42.3662263, -71.1292349 42.3664414, -71.1295068 42.3665602))",,,,yes,,,,,,,EsriWorldImagery,79R,North Harvard Street,,,,,,,,,,,,,,,,"[7606361478, 7606361527, 7606361440, 7606361423, 7606361478]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,898209214,,,"POLYGON ((-71.1151195 42.3661793, -71.1148474 42.3661772, -71.1148458 42.3662897, -71.1149408 42.3662901, -71.1150625 42.3662907, -71.1150951 42.3662908, -71.1150951 42.3663169, -71.1151468 42.3663178, -71.1151452 42.3662662, -71.1151185 42.3662651, -71.1151195 42.3661793))",,,MA,dormitory,,,,,,,,,Peabody Terrace,Q18755127,,Cambridge,,02139,,,,,,,,,,,"[8347334943, 8347334944, 8347334945, 8373508318, 8373508317, 8347334946, 8347334947, 8347334948, 8347334949, 8347334950, 8347334943]",22,,,,en:Peabody Terrace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,941705120,,,"POLYGON ((-71.1156337 42.3693672, -71.1155716 42.3694973, -71.1155192 42.3694836, -71.1155095 42.3694889, -71.1154792 42.3694817, -71.1154715 42.3694726, -71.1154658 42.3694669, -71.1155285 42.3693364, -71.1156337 42.3693672))",,,,university,,,,,,,,16,Grant Street,,,,,,,,,,,,,,,,"[8720699544, 8720699545, 8720699546, 8720699547, 8720699548, 8720699549, 8720699550, 8720699551, 8720699544]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1010370195,,,"POLYGON ((-71.1209576 42.3704981, -71.120903 42.3704341, -71.1208239 42.3704522, -71.1207661 42.370497, -71.1207134 42.3705546, -71.120812 42.3705993, -71.1208337 42.3705744, -71.1208498 42.3705521, -71.1208727 42.3705323, -71.1209123 42.3705024, -71.1209576 42.3704981))",,,MA,yes,,,,,,Eliot-Kirland Link,,80,John F. Kennedy Street,,,Cambridge,,02138,,,,,,,,,,,"[328104124, 9322361869, 9322361870, 9322361868, 328132576, 328207106, 9322361833, 9322361873, 9322361871, 9322361872, 328104124]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1052049399,arts_centre,,"POLYGON ((-71.114203 42.3738129, -71.1145209 42.37378, -71.114552 42.3737732, -71.1145746 42.3737633, -71.1145957 42.3737495, -71.1146163 42.3737314, -71.1146287 42.3737095, -71.1146393 42.3736804, -71.1146417 42.3736567, -71.1146335 42.3736291, -71.1146262 42.3736202, -71.1146201 42.3736128, -71.1146014 42.3736036, -71.1145798 42.3735979, -71.1145679 42.3735958, -71.114557 42.373598, -71.1144624 42.3736174, -71.1144389 42.3735607, -71.1145137 42.3735448, -71.1144816 42.3734584, -71.114344 42.3734863, -71.1143396 42.3734732, -71.1143334 42.373463, -71.1143229 42.3734584, -71.1143061 42.3734523, -71.1142893 42.3734495, -71.1140726 42.3734275, -71.1140386 42.3734258, -71.1140098 42.3734279, -71.1139853 42.3734332, -71.1139657 42.3734406, -71.1139494 42.3734495, -71.1139374 42.3734608, -71.1139273 42.3734746, -71.1139206 42.3734909, -71.1139153 42.3735058, -71.1139101 42.3735225, -71.1139058 42.3735395, -71.1139024 42.3735561, -71.1139043 42.3735721, -71.1139067 42.3735772, -71.113912 42.3735891, -71.1139211 42.3735986, -71.1139316 42.3736057, -71.1139489 42.3736103, -71.1139681 42.3736142, -71.1139858 42.3736156, -71.1140069 42.3736138, -71.1140405 42.3736064, -71.1140251 42.3735745, -71.1140846 42.3735621, -71.1141704 42.3737938, -71.1141958 42.3737895, -71.114203 42.3738129))",,,MA,university,9,Middlesex,1971091,57871b70-0100-4405-bb30-88b2e001a944,no,Carpenter Center,USGS Geonames,19,Prescott Street,Q2940137,,Cambridge,,02138,,,,,,,,,Harvard University,,"[367777183, 9668101549, 9668101550, 9668101551, 9668101552, 9668101553, 9668101554, 9668101555, 9668101556, 9668101557, 9668101598, 9668101558, 9668101559, 9668101560, 9668101561, 8749943460, 9668101562, 9668101563, 9668101564, 9668101565, 9668101566, 9668101567, 9668101568, 9668101569, 9668101570, 9668101571, 9668101572, 9668101573, 9668101574, 9668101575, 9668101576, 9668101577, 9668101578, 9668101579, 9668101580, 9668101581, 9668101582, 9668101583, 9668101584, 9668101585, 8749943454, 9668101586, 9668101587, 9668101588, 9668101589, 9668101590, 9668101591, 9668101592, 9668101593, 9668101594, 9668101595, 9668101596, 9668101597, 367777183]",,,,,en:Carpenter Center for the Visual Arts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1064085012,,,"POLYGON ((-71.1188407 42.371694, -71.1189377 42.3715459, -71.1190195 42.3715751, -71.1189225 42.3717233, -71.1188407 42.371694))",,,,yes,,,,,,,,31,Holyoke Street,,,,,,,,,,,,,,,,"[9773125116, 9773125717, 9773125718, 9773125719, 9773125116]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1064085016,,,"POLYGON ((-71.1157871 42.3720913, -71.1159455 42.3720674, -71.1161294 42.3720964, -71.1161756 42.3719803, -71.1159005 42.3719367, -71.11589 42.3719469, -71.1157501 42.3719657, -71.1157871 42.3720913))",,,,retail,,,,,,,,3;7,Bow Street,,,,,,,,,,,,,,,,"[9773125740, 9773125739, 9773125738, 9773125742, 9773125743, 9773125744, 9773125745, 9773125740]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1064085017,,,"POLYGON ((-71.1161385 42.3721434, -71.1162132 42.3719751, -71.1162318 42.3719788, -71.1163907 42.372017, -71.1163752 42.3720574, -71.1163323 42.3721534, -71.1163156 42.3721863, -71.1161385 42.3721434))",,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,"[9773125746, 9773125747, 9773125751, 9773125748, 1333853146, 1333853142, 9773125736, 9773125746]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1064085018,,,"POLYGON ((-71.1162318 42.3719788, -71.1162685 42.3718954, -71.1165531 42.3719638, -71.1165164 42.3720472, -71.1163907 42.372017, -71.1162318 42.3719788))",,,,retail,,,,,,,,22,Plympton Street,,,,,,,,,,,,,,,,"[9773125751, 9773125752, 9773125753, 9773125754, 9773125748, 9773125751]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1064361906,,,"POLYGON ((-71.124044 42.3821393, -71.123954 42.3820288, -71.1239457 42.3820325, -71.1238054 42.3818603, -71.1238121 42.3818573, -71.1236302 42.3816335, -71.1237413 42.3815842, -71.1237157 42.3815527, -71.1238563 42.3814903, -71.1238806 42.3815201, -71.123909 42.3815075, -71.1239996 42.3816189, -71.1239788 42.3816281, -71.1240063 42.381662, -71.1238855 42.3817155, -71.1241618 42.3820553, -71.1241564 42.3820577, -71.1241753 42.3820809, -71.124044 42.3821393))",,,,dormitory,,,,,,Cabot Hall,,100,Walker Street,,,,,,,,,,,,,,,,"[9775197253, 9775197254, 9775197255, 9775197256, 9775197257, 9775197263, 9775197274, 9775197275, 9775197276, 9775197277, 9775197278, 9775197279, 9775197280, 9775197259, 9775197281, 9775197260, 9775197261, 9775197262, 9775197253]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1064361907,,,"POLYGON ((-71.1236302 42.3816335, -71.1235489 42.3815358, -71.1235346 42.3815422, -71.1234707 42.3814648, -71.1234789 42.3814611, -71.1233958 42.3813604, -71.123513 42.3813076, -71.1235942 42.381406, -71.1236103 42.3813987, -71.1236758 42.3814782, -71.1236587 42.3814859, -71.1237157 42.3815527, -71.1237413 42.3815842, -71.1236302 42.3816335))",,,,dormitory,,,,,,Whitman Hall,,90,Walker Street,,,,,,,,,,,,,,,,"[9775197263, 9775197264, 9775197265, 9775197266, 9775197267, 9775197268, 9775197269, 9775197270, 9775197271, 9775197272, 9775197273, 9775197275, 9775197274, 9775197263]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1073412487,,,"POLYGON ((-71.1262241 42.3621513, -71.1261694 42.3620206, -71.1260668 42.362044, -71.1261215 42.3621747, -71.1262241 42.3621513))",,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,"[9846959175, 9846959176, 9846959177, 9846959178, 9846959175]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1073700622,,,"POLYGON ((-71.1218716 42.3717202, -71.1217913 42.3716186, -71.1217155 42.3714981, -71.1216702 42.3715515, -71.1216565 42.3715451, -71.1216036 42.3716074, -71.1216425 42.371668, -71.1217462 42.3717794, -71.1218716 42.3717202))",,,,university,,,,,,Batia and Idan Ofer Building,,,,,,,,,,,,,,,,,,,"[9849164999, 9849165000, 9849165001, 329706785, 329712957, 329698670, 9849165002, 9849165003, 9849164999]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1073705327,,,"POLYGON ((-71.1226898 42.3713656, -71.1224262 42.3716731, -71.1222578 42.3715929, -71.1224328 42.371395, -71.1220619 42.3712241, -71.1220399 42.3712493, -71.1219433 42.3712113, -71.1219863 42.3711607, -71.1220103 42.371172, -71.1221667 42.3711387, -71.1221585 42.3711483, -71.122192 42.3711638, -71.1222186 42.3711325, -71.122284 42.371163, -71.1223429 42.3710936, -71.1223157 42.3710809, -71.1223505 42.3710399, -71.1223964 42.3710613, -71.1223838 42.3710761, -71.1226337 42.3711961, -71.1226872 42.3712178, -71.122672 42.3712359, -71.122613 42.3712083, -71.1225517 42.3712804, -71.1226056 42.3713055, -71.1225929 42.3713204, -71.1226898 42.3713656))",,,,university,,,,,,Leslie H. Wexner Building,,,,,,,,,,,,,,,,,,,"[9849225871, 326148338, 326182740, 9849225872, 9849225873, 9849225874, 9849225875, 329785703, 329794489, 329073936, 329100478, 329094950, 329695993, 329111453, 329701761, 329697766, 329701256, 329697431, 329712374, 480705054, 329707577, 329722911, 329717590, 329786730, 329798676, 329793873, 9849225871]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1102957397,,,"POLYGON ((-71.1279916 42.3818169, -71.1279938 42.3817294, -71.1279331 42.3817285, -71.127931 42.3818161, -71.1279916 42.3818169))",,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,"[10092946347, 10092946348, 10092946349, 10092946350, 10092946347]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1107872881,,,"POLYGON ((-71.1286805 42.3821533, -71.1286112 42.3821173, -71.1286622 42.3820637, -71.1287315 42.3820997, -71.1286805 42.3821533))",,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,"[10136478113, 10136478114, 10136478115, 10136478116, 10136478113]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1168333421,,,"POLYGON ((-71.1181696 42.3719694, -71.118458 42.372051, -71.118418 42.3721315, -71.1181289 42.3720574, -71.1181696 42.3719694))",,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,"[327465067, 10865565642, 10865565643, 10865565644, 327465067]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
