element_type,osmid,nodes,amenity,building,cuisine,name,geometry,name:en,leisure,int_name,building:levels,shop,ways,type
way,891012638,"[8281382346, 8281381243, 8281383717, 8281381916, 8281384389, 8281381003, 8281383478, 8281383594, 8281381119, 8281380863, 8281383241, 8281384804, 8281384150, 8281381677, 8281382430, 8281382686, 8281384249, 8281384720, 8281381336, 8281383810, 8281384066, 8281382504, 8281383157, 8281381593, 8281381850, 8281384308, 8281384562, 8281383001, 8281383653, 8281382089, 8281382346]",,yes,,,"POLYGON ((117.1656435 39.1089158, 117.1658879 39.1089126, 117.165889 39.1089617, 117.1658478 39.1089622, 117.1658492 39.1090237, 117.1658921 39.1090232, 117.1658932 39.1090712, 117.1656446 39.1090744, 117.1656449 39.109091, 117.1656475 39.1092137, 117.1658819 39.1092106, 117.1658823 39.1092334, 117.1659417 39.1092327, 117.1659413 39.1092099, 117.1661841 39.1092068, 117.1661816 39.1090911, 117.1661811 39.1090675, 117.1659358 39.1090706, 117.1659348 39.1090222, 117.1659833 39.1090216, 117.1659823 39.1089748, 117.1659609 39.1089751, 117.1659606 39.1089609, 117.1659301 39.1089613, 117.165929 39.1089121, 117.1662694 39.1089077, 117.1662661 39.1087513, 117.1656436 39.1087593, 117.165547 39.1087605, 117.1655503 39.108917, 117.1656435 39.1089158))",,,,,,,
way,891012639,"[8281383486, 8281382834, 8281384397, 8281384140, 8281383486]",,yes,,,"POLYGON ((117.1638339 39.1093873, 117.1638839 39.1093865, 117.1638872 39.1095157, 117.1638371 39.1095165, 117.1638339 39.1093873))",,,,,,,
way,891012640,"[8281382988, 8281382075, 8281383640, 8281383384, 8281380909, 8281384294, 8281381822, 8281381566, 8281383129, 8281382475, 8281384039, 8281383781, 8281383895, 8281381423, 8281381166, 8281382732, 8281382988]",,dormitory,,45斋,"POLYGON ((117.1634751 39.110996, 117.1634753 39.1110209, 117.163495 39.1110209, 117.1634956 39.1111559, 117.1633405 39.1111564, 117.1633398 39.1109871, 117.1633584 39.1109871, 117.1633581 39.1109111, 117.1634066 39.110911, 117.1634065 39.1108929, 117.1634064 39.1108822, 117.1634779 39.110882, 117.1634779 39.1108752, 117.1640654 39.1108736, 117.1640655 39.110893, 117.164066 39.1109943, 117.1634751 39.110996))",,,,,,,
way,891012644,"[8281383289, 8281383794, 8281381320, 8281381063, 8281382630, 8281310913, 8281383289]",,yes,,,"POLYGON ((117.1667683 39.1096878, 117.166812 39.1096862, 117.166812 39.1096143, 117.1667596 39.1096151, 117.16676 39.1096333, 117.1667669 39.1096332, 117.1667683 39.1096878))",,,,,,,
way,891012645,"[8281381542, 8281380885, 8281382452, 8281381025, 8281381888, 8281381632, 8281383196, 8281384015, 8281381542]",,yes,,,"POLYGON ((117.1705536 39.1080626, 117.1705523 39.1080168, 117.1705483 39.1080169, 117.1705473 39.1079834, 117.1705471 39.1079753, 117.1705848 39.1079747, 117.1705864 39.1080323, 117.1705872 39.108062, 117.1705536 39.1080626))",,,,,,,
way,891012647,"[8281381876, 8281381364, 8281381108, 8281381764, 8281381876]",,dormitory,,33斋,"POLYGON ((117.1654861 39.1128186, 117.1647699 39.112818, 117.1647701 39.1126838, 117.1654862 39.1126843, 117.1654861 39.1128186))",,,,,,,
way,891012649,"[8281384199, 8281382638, 8281381820, 8281383383, 8281384292, 8281384037, 8281383780, 8281383126, 8281384688, 8281384433, 8590004501, 8281384199]",,yes,,,"POLYGON ((117.1664009 39.1096386, 117.1664028 39.1097161, 117.1664034 39.109738, 117.1662701 39.1097399, 117.1662685 39.1096734, 117.166235 39.1096739, 117.1662304 39.1094819, 117.166262 39.1094815, 117.1662615 39.1094599, 117.1663555 39.1094585, 117.1663599 39.1096392, 117.1664009 39.1096386))",,,,,,,
way,891012650,"[8281381093, 8281382661, 8281382948, 8281380986, 8281384766, 8281382294, 8281381093]",,yes,,,"POLYGON ((117.1636038 39.106548, 117.1636031 39.1066402, 117.1637249 39.1066407, 117.163725 39.1066181, 117.1637255 39.1065485, 117.1637076 39.1065484, 117.1636038 39.106548))",,,,,,,
way,891012653,"[8281382903, 8281382249, 8281383812, 8281381737, 8281383556, 8281383158, 8281382903]",,yes,,,"POLYGON ((117.164179 39.1130334, 117.1641789 39.1130094, 117.1642946 39.1130091, 117.1642946 39.1130156, 117.1642947 39.1130332, 117.1642809 39.1130332, 117.164179 39.1130334))",,,,,,,
way,891012654,"[8281384503, 8281382030, 8281381775, 8281383337, 8281382685, 8281384248, 8281383992, 8281381519, 8281384503]",,yes,,,"POLYGON ((117.1650425 39.1060874, 117.1650422 39.1061504, 117.1650417 39.106238, 117.1644852 39.1062362, 117.1643615 39.1062357, 117.1643625 39.106069, 117.1644696 39.1060694, 117.1644695 39.1060855, 117.1650425 39.1060874))",,,,,,,
way,891012656,"[8281384299, 8281382111, 8281381857, 8281382480, 8281380913, 8281381570, 8281384043, 8281383420, 8281384584, 8281381826, 8281383388, 8281382736, 8281384299]",,yes,,,"POLYGON ((117.1676377 39.1084385, 117.1677877 39.1084362, 117.1677843 39.1083025, 117.1675906 39.1083054, 117.1675894 39.1082592, 117.1673519 39.1082628, 117.1673531 39.1083094, 117.1670994 39.1083133, 117.1671027 39.108447, 117.1673999 39.1084425, 117.167401 39.1084882, 117.1676388 39.1084845, 117.1676377 39.1084385))",,,,,,,
way,891012657,"[8281381728, 8281381072, 8281382639, 8281382381, 8281383944, 8281383290, 8281381728]",,yes,,,"POLYGON ((117.1723925 39.1067292, 117.1723934 39.1066731, 117.1724497 39.1066734, 117.1724497 39.1066599, 117.1725015 39.1066603, 117.1725006 39.1067303, 117.1723925 39.1067292))",,,,,,,
way,891012659,"[8281382180, 8281381924, 8281383615, 8281383872, 8281382309, 8281382964, 8281381399, 8281310891, 8281383266, 8281383921, 8281382358, 8281382616, 8281381048, 8281381705, 8281384178, 8281380999, 8281382566, 8281384435, 8281382871, 8281383524, 8281381962, 8281383731, 8281381257, 8281382218, 8281384690, 8281381307, 8281383432, 8281380958, 8281384741, 8281382126, 8281383689, 8281383036, 8281384599, 8281384344, 8281381871, 8281381214, 8281382781, 8281382525, 8281384087, 8281383359, 8281381797, 8281382052, 8281381490, 8281383963, 8281384615, 8281383053, 8281383309, 8281381747, 8281382400, 8281384270, 8281384014, 8281381541, 8281380883, 8281382451, 8281382193, 8281383449, 8281380974, 8281384360, 8281381887, 8281382180]",,yes,,,"POLYGON ((117.1652373 39.1095369, 117.1652397 39.1096225, 117.1652013 39.1096231, 117.1652004 39.1096102, 117.1651817 39.1096099, 117.1651433 39.1096109, 117.1651433 39.1096244, 117.1651192 39.1096334, 117.1651231 39.1097786, 117.1651236 39.1097973, 117.1652035 39.1097952, 117.1652178 39.1097949, 117.1652178 39.109779, 117.1653227 39.1097769, 117.1653241 39.1097925, 117.1653249 39.1098133, 117.1654468 39.1098105, 117.1654451 39.1097897, 117.1654451 39.1097804, 117.1655196 39.1097783, 117.1655205 39.109788, 117.165521 39.1098081, 117.1656013 39.1098067, 117.1656009 39.1097863, 117.1656 39.1097724, 117.1656433 39.1097718, 117.1657125 39.1097707, 117.1657505 39.10977, 117.1657509 39.1097843, 117.1657947 39.1097839, 117.1658639 39.1097836, 117.1658634 39.1097631, 117.1658612 39.1096204, 117.1658358 39.1096121, 117.1658358 39.1096013, 117.165801 39.1096013, 117.1657782 39.109601, 117.1657777 39.1096131, 117.1657099 39.1096141, 117.1656434 39.1096148, 117.1655331 39.1096165, 117.1655326 39.1096034, 117.1655331 39.1095985, 117.1655523 39.1095881, 117.1655639 39.1095694, 117.1655639 39.109567, 117.1655634 39.1095514, 117.1655568 39.1095427, 117.1655501 39.1095341, 117.1656434 39.1095317, 117.1658001 39.1095296, 117.1657988 39.1094215, 117.1656434 39.1094232, 117.1655483 39.1094243, 117.1655483 39.1094331, 117.1654193 39.1094351, 117.1654188 39.1094253, 117.1651719 39.1094315, 117.1651768 39.1095375, 117.1652373 39.1095369))",,,,,,,
way,891012662,"[8281384025, 8281381552, 8281382156, 8281383719, 8281384025]",,yes,,,"POLYGON ((117.1635596 39.110196, 117.1635956 39.1101953, 117.1635929 39.1100967, 117.1635569 39.1100974, 117.1635596 39.110196))",,,,,,,
way,891012663,"[8281381772, 8281382939, 8281384501, 8281384245, 8281381772]",,yes,,,"POLYGON ((117.1637303 39.1092409, 117.1636717 39.1092418, 117.163671 39.109217, 117.1637297 39.1092161, 117.1637303 39.1092409))",,,,,,,
way,891012671,"[8281381382, 8281381312, 8281382877, 8281382621, 8281384183, 8281381382]",,yes,,,"POLYGON ((117.1690611 39.1119102, 117.1689522 39.111911, 117.1689509 39.1118137, 117.1690093 39.1118132, 117.16906 39.1118128, 117.1690611 39.1119102))",,,,,,,
way,891012672,"[8281383982, 8281383724, 8281381250, 8281384634, 8281383982]",,yes,,,"POLYGON ((117.1685066 39.1129885, 117.1685554 39.112989, 117.168556 39.1129566, 117.1685071 39.1129561, 117.1685066 39.1129885))",,,,,,,
way,891012674,"[8281382332, 8281381680, 8281381021, 8281382588, 8281382332]",,yes,,,"POLYGON ((117.1679188 39.1061939, 117.1679186 39.106223, 117.1678929 39.1062226, 117.1678933 39.1061935, 117.1679188 39.1061939))",,,,,,,
way,891012675,"[8281381590, 8281384461, 8281382149, 8281383807, 8281381498, 8281381239, 8281381590]",,yes,,,"POLYGON ((117.1726051 39.1094471, 117.1725185 39.109448, 117.1725196 39.1095113, 117.1722678 39.109514, 117.1722701 39.1096412, 117.1726085 39.1096375, 117.1726051 39.1094471))",,,,,,,
way,891012676,"[8281382528, 8281382272, 8281383836, 8281383181, 8281384744, 8281384490, 8281382017, 8281381362, 8281382927, 8281382672, 8281384234, 8281383580, 8281382528]",,yes,,,"POLYGON ((117.1693795 39.10823, 117.1693809 39.1082747, 117.1691928 39.1082784, 117.1691971 39.10841, 117.1693882 39.1084063, 117.1693897 39.1084533, 117.1696265 39.1084488, 117.169625 39.1084008, 117.169879 39.1083959, 117.1698749 39.1082688, 117.1696221 39.1082737, 117.1696206 39.1082254, 117.1693795 39.10823))",,,,,,,
way,891012677,"[8281383569, 8281382915, 8281384479, 8281384223, 8281381751, 8281381093, 8281382661, 8281382404, 8281383967, 8281383312, 8281382268, 8281383569]",,yes,,,"POLYGON ((117.1635226 39.1064889, 117.1635765 39.1064892, 117.1635763 39.1065183, 117.1635918 39.1065183, 117.1635916 39.1065479, 117.1636038 39.106548, 117.1636031 39.1066402, 117.1635257 39.1066399, 117.1635263 39.1065436, 117.1635223 39.1065436, 117.1635223 39.1065405, 117.1635226 39.1064889))",,,,,,,
way,891012679,"[8281381776, 8281383502, 8281384108, 8281381635, 8281382018, 8281384491, 8281381106, 8281383581, 8281384528, 8281384273, 8281382826, 8282480710, 8282480709, 8281384645, 8281383083, 8281382172, 8281382196, 8281381544, 8281383107, 8281382570, 8281382850, 8281381311, 8281382876, 8281382620, 8281384182, 8281381659, 8281383222, 8281382967, 8281384235, 8281382673, 8281383325, 8281381763, 8281383759, 8281381285, 8281381027, 8281382222, 8281383446, 8281383702, 8281382139, 8281380972, 8281384357, 8281381884, 8281383785, 8281382594, 8281381966, 8281384439, 8281384695, 8281383133, 8281381940, 8281383338, 8281382538, 8281383192, 8281381627, 8281384100, 8281383846, 8281381373, 8281381776]",library,yes,,,"POLYGON ((117.1662473 39.1079667, 117.1662514 39.1081545, 117.165738 39.1081612, 117.1657414 39.1083198, 117.166287 39.1083128, 117.166289 39.1084058, 117.1662979 39.1084057, 117.166299 39.1084565, 117.1662103 39.1084581, 117.1662058 39.1084643, 117.1661656 39.1084657, 117.1661649 39.1084763, 117.1661488 39.1084851, 117.1661491 39.1085527, 117.1661638 39.1085589, 117.1661678 39.1085717, 117.1662058 39.1085714, 117.1662129 39.10858, 117.1665107 39.1085739, 117.1665179 39.1085662, 117.166559 39.1085652, 117.1665608 39.1085517, 117.1665741 39.1085437, 117.1665733 39.1084807, 117.1665599 39.1084758, 117.1665527 39.1084585, 117.1665134 39.1084599, 117.166509 39.1084533, 117.1664218 39.1084549, 117.1664207 39.1084022, 117.1664276 39.1084021, 117.1664256 39.108311, 117.1669697 39.108304, 117.1669664 39.108147, 117.1664494 39.1081537, 117.1664453 39.1079637, 117.1667263 39.10796, 117.1667264 39.1079678, 117.1667326 39.1079677, 117.1667304 39.1078664, 117.1667229 39.1078665, 117.1667231 39.1078743, 117.1664435 39.1078779, 117.1664433 39.1078658, 117.1664189 39.1078661, 117.1664182 39.1078375, 117.1662679 39.1078394, 117.1662686 39.107868, 117.1662452 39.1078683, 117.1662455 39.1078824, 117.1659687 39.1078859, 117.1659686 39.1078781, 117.165964 39.1078781, 117.1659661 39.1079785, 117.1659703 39.1079785, 117.1659701 39.1079703, 117.1662473 39.1079667))",,,,,,,
way,891012682,"[8281383651, 8281382087, 8281382999, 8281384560, 8281384306, 8281383651]",,yes,,,"POLYGON ((117.1634702 39.1098189, 117.1635135 39.1098183, 117.1635215 39.1098182, 117.1635189 39.109725, 117.1634689 39.109726, 117.1634702 39.1098189))",,,,,,,
way,891012683,"[8281381759, 8281381502, 8281383065, 8281382411, 8281381759]",,yes,,,"POLYGON ((117.1637624 39.1093884, 117.1636754 39.1093897, 117.1636761 39.1094153, 117.1637631 39.109414, 117.1637624 39.1093884))",,,,,,,
way,891012686,"[8281383949, 8281383294, 8281380819, 8281381425, 8281383949]",,yes,,,"POLYGON ((117.1635486 39.1098417, 117.1636803 39.109841, 117.1636798 39.1097797, 117.163548 39.1097804, 117.1635486 39.1098417))",,,,,,,
way,891012687,"[8281383600, 8281384256, 8281382693, 8281382950, 8281382822, 8281383321, 8281383079, 8281382810, 8281382554, 8281384641, 8281382168, 8281384385, 8281383600]",,yes,,,"POLYGON ((117.1645255 39.1094817, 117.1644773 39.1094822, 117.1644787 39.1095593, 117.164527 39.1095587, 117.1645271 39.1095614, 117.1646176 39.1095603, 117.1647139 39.1095592, 117.1647139 39.1095614, 117.1647958 39.1095604, 117.1647987 39.1095604, 117.1647971 39.1094745, 117.1645254 39.1094776, 117.1645255 39.1094817))",,,,,,,
way,891012688,"[8281384207, 8281381617, 8281380961, 8281382887, 8281384452, 8281382900, 8281383156, 8281381592, 8281381335, 8281384667, 8281383105, 8281382848, 8281382592, 8281381321, 8281381065, 8281382633, 8281381977, 8281383539, 8281382336, 8281381734, 8281384207]",,yes,,,"POLYGON ((117.1702592 39.1079065, 117.1702641 39.1080792, 117.1702652 39.1081204, 117.1702745 39.1081202, 117.1702747 39.1081298, 117.170494 39.1081261, 117.1704937 39.1081171, 117.1705021 39.1081169, 117.1705019 39.1081095, 117.1705007 39.1080639, 117.1705 39.1080385, 117.1704994 39.1080177, 117.170499 39.1080027, 117.1704985 39.1079877, 117.1704898 39.1079879, 117.1704895 39.107977, 117.1703587 39.1079792, 117.1703568 39.1079097, 117.1703482 39.1079098, 117.170348 39.1079051, 117.1702592 39.1079065))",,,,,,,
way,891012690,"[8281384285, 8281381413, 8281381929, 8281382721, 8281384285]",,yes,,,"POLYGON ((117.1684799 39.113163, 117.1683637 39.1131628, 117.1683638 39.1131129, 117.16848 39.1131132, 117.1684799 39.113163))",,,,,,,
way,891012694,"[8281382722, 8281382066, 8281381037, 8281383630, 8281383374, 8281380899, 8281384284, 8281381812, 8281382860, 8281382418, 8281383981, 8281383326, 8281381158, 8281384542, 8281382722]",,yes,,,"POLYGON ((117.164449 39.1081308, 117.164699 39.1081253, 117.1646955 39.1080323, 117.1646947 39.1080086, 117.1646608 39.1080094, 117.1646602 39.1079938, 117.1645225 39.1079968, 117.1645227 39.1080009, 117.164513 39.1080011, 117.1644249 39.1080031, 117.1644254 39.1080154, 117.1644447 39.108015, 117.1644466 39.1080656, 117.1644472 39.1080826, 117.164449 39.1081308))",,,,,,,
way,891012696,"[8281383902, 8281381429, 8281381172, 8281382738, 8281382082, 8281383646, 8281383390, 8281380915, 8281384301, 8281381828, 8281383902]",,yes,,,"POLYGON ((117.1693255 39.1131752, 117.1692822 39.1131748, 117.1692773 39.1131714, 117.1692773 39.1131651, 117.1692836 39.113162, 117.169284 39.113126, 117.1692782 39.1131242, 117.1692782 39.1131187, 117.1692822 39.1131152, 117.1693229 39.1131152, 117.1693255 39.1131752))",,,,,,,
way,891012697,"[8281380923, 8281383398, 8281384054, 8281382490, 8281382746, 8281381180, 8281381939, 8281381284, 8281383416, 8281381854, 8281382510, 8281380942, 8281381597, 8281384668, 8281382195, 8281381715, 8281384187, 8281383143, 8281381580, 8281382234, 8281384706, 8281380923]",,yes,,,"POLYGON ((117.1717828 39.1076991, 117.1717823 39.1076701, 117.1717748 39.1076646, 117.1717212 39.1076659, 117.1717145 39.1076711, 117.1717158 39.1077004, 117.1716171 39.1077023, 117.171622 39.107861, 117.1716224 39.1078884, 117.1716332 39.107888, 117.1716483 39.1078877, 117.1716474 39.1078605, 117.1724165 39.107845, 117.1725141 39.1078432, 117.1725079 39.1076851, 117.1724039 39.1076871, 117.1724034 39.1076581, 117.1723954 39.1076525, 117.1723418 39.1076539, 117.1723356 39.1076591, 117.1723369 39.1076884, 117.1717828 39.1076991))",,,,,,,
way,891012700,"[8281383917, 8281381444, 8281382048, 8281383611, 8281382961, 8281384522, 8281384266, 8281381793, 8281381137, 8281382703, 8281382447, 8281384010, 8281383355, 8281380880, 8281381723, 8281384195, 8281384450, 8281382886, 8281384662, 8281382189, 8281381537, 8281383100, 8281382843, 8281384406, 8281383752, 8281381278, 8281381020, 8281382587, 8281383917]",,dormitory,,48斋,"POLYGON ((117.1719111 39.1066335, 117.1719113 39.1066221, 117.1724056 39.106628, 117.1724054 39.1066412, 117.1725031 39.1066423, 117.1725044 39.106573, 117.1724977 39.106573, 117.1724981 39.106549, 117.1725095 39.1065492, 117.1725101 39.1065218, 117.1724984 39.1065216, 117.1724988 39.1065039, 117.1724543 39.1065034, 117.1724545 39.1064938, 117.1722135 39.106491, 117.172214 39.1064665, 117.1721104 39.1064652, 117.17211 39.1064892, 117.1718682 39.1064864, 117.1718681 39.1064955, 117.1718237 39.106495, 117.1718233 39.1065125, 117.1718117 39.1065123, 117.1718112 39.1065397, 117.1718222 39.1065398, 117.1718217 39.1065638, 117.1718145 39.1065638, 117.1718132 39.1066324, 117.1719111 39.1066335))",,,,7,,,
way,891012703,"[8281381767, 8281384168, 8281381695, 8281384239, 8281383632, 8281382069, 8281382724, 8281382861, 8281384425, 8281382420, 8281382677, 8281381110, 8281381767]",,yes,,,"POLYGON ((117.1645367 39.1082127, 117.1644505 39.1082139, 117.1644616 39.1085808, 117.1645549 39.1085791, 117.1645553 39.108596, 117.1646067 39.1085957, 117.1646058 39.1085781, 117.1647045 39.1085763, 117.1646934 39.1082105, 117.1646028 39.1082118, 117.1646023 39.1081976, 117.1645362 39.1081983, 117.1645367 39.1082127))",,,,,,,
way,891012704,"[8281384769, 8281382297, 8281381643, 8281382437, 8281384769]",,yes,,,"POLYGON ((117.1636617 39.1103486, 117.1636604 39.1101998, 117.163602 39.1102001, 117.1636033 39.1103489, 117.1636617 39.1103486))",,,,,,,
way,891012705,"[8590004493, 8281382245, 8281384717, 8281381833, 8590004493]",,yes,,,"POLYGON ((117.1633592 39.1097691, 117.1634377 39.1097686, 117.1634385 39.1098503, 117.1633588 39.109847, 117.1633592 39.1097691))",,,,,,,
way,891012706,"[8281381542, 8281380885, 8281382452, 8281382194, 8281383757, 8281383105, 8281384667, 8281384411, 8281381938, 8281381283, 8281381542]",,yes,,,"POLYGON ((117.1705536 39.1080626, 117.1705523 39.1080168, 117.1705483 39.1080169, 117.170515 39.1080174, 117.1705156 39.1080382, 117.1705 39.1080385, 117.1705007 39.1080639, 117.1705155 39.1080637, 117.170516 39.1080835, 117.1705541 39.1080829, 117.1705536 39.1080626))",,,,,,,
way,891012709,"[8281382220, 8281383783, 8281383130, 8281384693, 8281382220]",,yes,,,"POLYGON ((117.167668 39.1105863, 117.1676653 39.1105565, 117.167597 39.1105575, 117.1675983 39.1105873, 117.167668 39.1105863))",,,,,,,
way,891012711,"[8281384424, 8281381296, 8281382862, 8281382207, 8281383770, 8281384731, 8281382759, 8281381193, 8281383513, 8281381039, 8281384424]",,yes,,,"POLYGON ((117.170751 39.1083244, 117.1707497 39.1082759, 117.1707307 39.1082763, 117.1707289 39.10819, 117.1706691 39.1081903, 117.1706707 39.1082451, 117.1706728 39.1083286, 117.1706734 39.1083452, 117.1707338 39.1083431, 117.1707338 39.1083251, 117.170751 39.1083244))",,,,,,,
way,891012716,"[8281383825, 8281381846, 8281381188, 8281382754, 8281382499, 8281384062, 8281383406, 8281380931, 8281384715, 8281382243, 8281381588, 8281383151, 8281382896, 8281384460, 8281383804, 8281381330, 8281381074, 8281382642, 8281381986, 8281383548, 8281383292, 8281380817, 8281384202, 8281381729, 8281381473, 8281383037, 8281382382, 8281383945, 8281383688, 8281381215, 8281384597, 8281382124, 8281382731, 8281384295, 8281383637, 8281381163, 8281380908, 8281382476, 8281383064, 8281384318, 8281384079, 8281383825]",,yes,,,"POLYGON ((117.163698 39.1062077, 117.1635261 39.1062039, 117.1635261 39.1061983, 117.1635149 39.1061924, 117.1635158 39.1061723, 117.1635279 39.1061671, 117.1635275 39.1061543, 117.1635163 39.1061484, 117.1635167 39.1061294, 117.163527 39.1061225, 117.163527 39.1061124, 117.1635168 39.1061065, 117.1635177 39.1060843, 117.1635284 39.1060784, 117.1635279 39.1060677, 117.1635181 39.1060629, 117.1635177 39.1060417, 117.1635275 39.1060369, 117.1635279 39.1060303, 117.1635842 39.1060306, 117.1635838 39.1060248, 117.1635744 39.1060202, 117.1635744 39.1059984, 117.1635847 39.1059939, 117.1635851 39.1059835, 117.1635744 39.1059766, 117.1635744 39.1059575, 117.1635851 39.1059516, 117.1635856 39.1059426, 117.1635753 39.1059343, 117.1635757 39.1059128, 117.163586 39.105908, 117.163586 39.1058966, 117.1635753 39.1058879, 117.1635762 39.1058695, 117.1635851 39.105865, 117.1635856 39.1058536, 117.1635767 39.1058481, 117.1635767 39.1058353, 117.1637036 39.1058363, 117.1636985 39.106132, 117.163698 39.1062077))",,,,,,,
