element_type,osmid,geometry,addr:city,addr:country,addr:housenumber,addr:state,addr:street,access,building,ele,gnis:county_name,gnis:feature_id,gnis:import_uuid,gnis:reviewed,name,source,note,amenity,operator,wheelchair,layer,parking,website,addr:postcode,description,fixme,tourism,nodes,building:levels,name:etymology:wikidata,name:etymology:wikipedia,wikidata,old_name,alt_name,architect,contact:yelp,display,faces,height,man_made,opening_hours,start_date,support,tower:construction,tower:type,visibility,wikipedia,internet_access,addr:housename,disused:museum,disused:tourism,historic,occupant,comment,air_conditioning,phone,heritage,leisure,sport,is_in:state_code,toilets:wheelchair,healthcare,contact:facebook,contact:instagram,museum,wikimedia_commons,cooperative,heritage:operator,name_1,landuse,plant:output:electricity,plant:source,power,brand,brand:wikidata,cuisine,outdoor_seating,roof:levels,covered,historic:note,ref:nrhp,shop,official_name,operator:type,operator:wikidata,short_name,email,location,designation,survey:date,wheelchair:description,bridge,building:use,disused,min_height,smoking,drinking_water,bar,fax,internet_access:fee,payment:cash,payment:credit_cards,rooms,guest_house,reservation,telescope:type,alt_name_1,content,material,bicycle_parking,branch,cooling:method,memorial,ways,type,architect:wikidata,building:material,contact:foursquare,url,really_has_a_road_through_it
way,28134905,"POLYGON ((-122.2636254 37.8704856, -122.2633779 37.8705428, -122.2632757 37.8702749, -122.2632242 37.8702884, -122.263183 37.8701598, -122.2636376 37.8700964, -122.2636791 37.8701868, -122.2635247 37.8702207, -122.2636254 37.8704856))",,,,,,,yes,,,,,,Central Heating Plant,,,,,,,,,,,,,"[309011172, 309011173, 309011174, 309011175, 309011176, 309011178, 309011179, 309011180, 309011172]",,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,industrial,28.5 mw,gas,plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28134907,"POLYGON ((-122.2641512 37.8700242, -122.2642485 37.8702979, -122.264253 37.8703118, -122.2641419 37.8703395, -122.2641292 37.8703041, -122.2639409 37.8703482, -122.2639682 37.8704215, -122.2638588 37.8704463, -122.2638519 37.8704281, -122.2637212 37.8700795, -122.2641512 37.8700242))",,,,,,,yes,,,,,,Hazardous Materials Facility,,,,,,,,,,,,,"[309011435, 9330669624, 309011437, 309011438, 309011439, 309011440, 9330669640, 309011441, 9330669647, 309011442, 309011435]",,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28997603,"POLYGON ((-122.2620894 37.8752768, -122.2607755 37.8754516, -122.2607191 37.8751123, -122.2619183 37.8749578, -122.2619241 37.8749927, -122.2620434 37.874979, -122.2620894 37.8752768))",,,2400;2451,,Hearst Avenue,yes,yes,,,,,,Lower Hearst Structure,,,parking,,,,multi-storey,,,,,,"[318886101, 318886102, 318886103, 318886104, 1954530538, 318886105, 318886101]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,31871980,"POLYGON ((-122.267347 37.874504, -122.2673376 37.874443, -122.2673656 37.8744339, -122.2673462 37.8742663, -122.2673276 37.8742713, -122.2673158 37.8741917, -122.2669676 37.8742312, -122.2669708 37.8742744, -122.2668186 37.8742922, -122.2667726 37.874233, -122.2666853 37.8742879, -122.2666652 37.8742547, -122.2666208 37.8742477, -122.2665825 37.8742686, -122.2665651 37.8743024, -122.2666003 37.8745522, -122.2666409 37.8745497, -122.2666432 37.8745761, -122.2667573 37.8745694, -122.2667525 37.8745299, -122.2671373 37.8744948, -122.2671395 37.8745231, -122.267347 37.874504))",,US,2195,CA,Hearst Avenue,,university,,,,,,Earl Warren Hall,,,,,,,,,,,,,"[356892001, 356892002, 356892003, 356892006, 356892007, 356892008, 356892009, 356892010, 356892011, 356892012, 356892013, 356892015, 356892016, 356892017, 356892018, 356892020, 356892021, 356892023, 356892024, 356892025, 356892026, 356892027, 356892001]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32224838,"POLYGON ((-122.2539838 37.8716004, -122.2540536 37.8715383, -122.2540283 37.8713693, -122.2537898 37.8713815, -122.2537846 37.8713183, -122.2535812 37.8713288, -122.2535839 37.8713609, -122.253412 37.8713698, -122.2534083 37.8713256, -122.2529657 37.8713485, -122.2529737 37.8714459, -122.253038 37.8714426, -122.2530421 37.8714921, -122.2532496 37.8714815, -122.2532557 37.8715558, -122.2533407 37.8715514, -122.2534024 37.8715483, -122.2534767 37.8715445, -122.2535001 37.8715671, -122.253763 37.8715545, -122.2538118 37.8715855, -122.2539072 37.8715805, -122.2539291 37.871601, -122.2539838 37.8716004))",,,,,,,yes,,,,,,Student Services Building,,,,,,,,,,,,,"[361368891, 361368903, 361368904, 361368905, 361368906, 361368907, 361368908, 361368909, 361368910, 361368877, 361368879, 361368880, 361368881, 361368882, 361368884, 9553234195, 9553234194, 361368885, 361368886, 361368887, 361368888, 361368889, 361368890, 361368891]",4,,,,,Haas School Student Services Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32224854,"POLYGON ((-122.2530605 37.8716854, -122.2530731 37.8717834, -122.2531411 37.8717809, -122.2531478 37.8718233, -122.2532844 37.8718151, -122.2533031 37.8719762, -122.25337 37.8719714, -122.2533731 37.8719941, -122.2535297 37.8719844, -122.2535277 37.8719632, -122.2536328 37.8719543, -122.2536966 37.8719982, -122.2537224 37.8722422, -122.2538184 37.8722376, -122.2538184 37.8722127, -122.253907 37.8722096, -122.2539076 37.8722265, -122.254035 37.8722196, -122.254082 37.8721789, -122.2540753 37.8720794, -122.254031 37.8720491, -122.2540088 37.8720491, -122.2540049 37.8720024, -122.253976 37.8719822, -122.2539507 37.8717844, -122.2538835 37.871734, -122.2537872 37.8717383, -122.2537185 37.8717858, -122.2535162 37.8718021, -122.2534849 37.8717791, -122.2534759 37.8716651, -122.2534118 37.8716682, -122.2533736 37.8716701, -122.2533481 37.8716713, -122.2530605 37.8716854))",,,,,,,college,,,,,,Gerson Bakar Faculty Building,,,,,,,,,,,,,"[361369042, 361369043, 361369044, 361369045, 361369046, 361369047, 361369048, 361369049, 361369051, 361369053, 361369054, 361369055, 361369057, 361369058, 3207762016, 3207762017, 361369059, 361369060, 361369061, 361369062, 361369063, 9330952503, 3207762015, 361369064, 361369066, 361369067, 361369068, 361369069, 361369070, 3207762014, 361369071, 9553234193, 4303570246, 9553234196, 361369042]",6,,,,,Faculty Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,35894521,"POLYGON ((-122.2553348 37.8751576, -122.2553147 37.875267, -122.2550798 37.8752402, -122.2550998 37.8751308, -122.2553348 37.8751576))",,,,,,,dormitory,,,,,,Foothill Hillside 5,,,,,,,,,,,,,"[419513808, 419513810, 419513812, 419513814, 419513808]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,36985262,"POLYGON ((-122.2384533 37.8747848, -122.2383897 37.8748478, -122.2383498 37.8748227, -122.238338 37.8748343, -122.2382145 37.8747565, -122.2382272 37.8747439, -122.2381957 37.8747241, -122.2382591 37.8746614, -122.2383054 37.8746905, -122.2382937 37.8747021, -122.238382 37.8747577, -122.238393 37.8747468, -122.2384533 37.8747848))",,,,CA,,,yes,110,,1656709,,,Julia Morgan Hall,USGS Geonames,Building moved to here January 2014. Previously known as Girton Hall,,,,,,,,,,,"[430086574, 430086575, 5808345415, 5808345416, 5808345417, 430086576, 5808345418, 430086577, 5808345421, 5808345422, 5808345420, 5808345419, 430086574]",,,,Q14682020,Girton Hall,,,,,,,,,,,,,,en:Julia Morgan Hall,,,,,building,,,,,2,,,,,,,,,,,nrhp,,,,,,,,,,,,Julia Morgan designed craftsman bungalow.,91001473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,38895989,"POLYGON ((-122.2522414 37.8766648, -122.2523023 37.8766531, -122.2527337 37.8765706, -122.2527535 37.8765668, -122.252795 37.8767021, -122.252773 37.8767063, -122.2524273 37.8767725, -122.252283 37.8768001, -122.2522706 37.87676, -122.252259 37.8767221, -122.2522414 37.8766648))",,,,,,,yes,,,,,,50B,,,,,,,,,,,,,"[4649873178, 7782941479, 7782941468, 462036055, 7782941466, 462036054, 4649867797, 1250664929, 7782941484, 7782945187, 4649873178]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,38896009,"POLYGON ((-122.2428662 37.8748322, -122.2427599 37.8746952, -122.2426897 37.8747286, -122.2426148 37.8747642, -122.2425688 37.8747072, -122.2422209 37.8748711, -122.2422642 37.8749296, -122.2420551 37.87503, -122.2421647 37.8751684, -122.2427877 37.8748698, -122.2428662 37.8748322))",,,,,,,yes,,,,,,Molecular Foundry,,,,,,,,,,,,,"[462037131, 462037132, 5809207655, 9024271105, 9024271096, 9024271098, 9024271088, 462037133, 462037134, 5809207654, 462037131]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Build 67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,38939695,"POLYGON ((-122.2563846 37.876406, -122.2567222 37.8764016, -122.2567225 37.8763878, -122.25685 37.8763869, -122.2568493 37.8763051, -122.2568669 37.8763028, -122.2568635 37.87625, -122.2567996 37.8762526, -122.2568002 37.8762638, -122.2564656 37.8762698, -122.2564656 37.8762613, -122.2564195 37.8762628, -122.2564189 37.8763194, -122.2563532 37.8763201, -122.2563317 37.8762785, -122.256207 37.876324, -122.2562681 37.8764332, -122.2563804 37.8763929, -122.2563846 37.876406))",,,,,,,dormitory,,,,,,Foothill La Loma 2,,,,,,,,,,,,,"[462790049, 462790046, 462790043, 462790039, 1333177062, 1333176962, 462790036, 1333177056, 1333176978, 1333176976, 1333177040, 1333177055, 1333176970, 462790033, 462790029, 462790026, 462790014, 1333177013, 462790049]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,38939707,"POLYGON ((-122.2561792 37.876451, -122.2561809 37.876466, -122.2559652 37.8764958, -122.25595 37.8764235, -122.2559848 37.8764186, -122.2559435 37.8762185, -122.2559072 37.8762246, -122.2558943 37.876158, -122.2561515 37.876127, -122.2561675 37.8762022, -122.2560648 37.8762149, -122.2560914 37.8763607, -122.2561265 37.8763565, -122.2561327 37.8763835, -122.2560929 37.8763887, -122.256099 37.8764051, -122.2562077 37.8763893, -122.2562203 37.8764459, -122.2561792 37.876451))",,,,,,,dormitory,,,,,,Foothill La Loma 3,,,,,,,,,,,,,"[462790063, 462790066, 462790069, 462790080, 462790084, 462790087, 462790090, 462790093, 462790097, 462790101, 462790104, 1333177032, 1333177009, 1333177052, 1333177028, 462790108, 462790116, 1333177022, 462790063]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,40413745,"POLYGON ((-122.254624 37.8678522, -122.2544838 37.8678709, -122.254562 37.8682374, -122.2547022 37.8682187, -122.2546474 37.867962, -122.254624 37.8678522))",,,,CA,,,dormitory,92,Alameda,1656705,57871b70-0100-4405-bb30-88b2e001a944,no,Freeborn Hall,USGS Geonames,,,,,,,,,,,,"[488874402, 488874406, 488874408, 488874411, 8436435941, 488874402]",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,40413752,"POLYGON ((-122.2549281 37.8676313, -122.2549054 37.8675217, -122.2544391 37.8675818, -122.2544617 37.8676913, -122.254793 37.8676486, -122.2549281 37.8676313))",,,,CA,,,dormitory,92,Alameda,1656754,57871b70-0100-4405-bb30-88b2e001a944,no,Putnam Hall,USGS Geonames,,,,,,,,,,,,"[488875313, 488875319, 488875322, 488875325, 8436435943, 488875313]",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,40413757,"POLYGON ((-122.2558905 37.8680913, -122.2558674 37.8679788, -122.255531 37.8680219, -122.2553946 37.8680395, -122.2554178 37.868152, -122.2558905 37.8680913))",,,,CA,,,dormitory,86,Alameda,1656680,57871b70-0100-4405-bb30-88b2e001a944,no,Cheney Hall,USGS Geonames,,,,,,,,,,,,"[488877980, 488877985, 8436435940, 488877990, 488877995, 488877980]",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,41746106,"POLYGON ((-122.2558229 37.8677998, -122.2556816 37.8678183, -122.2556595 37.8677156, -122.2556044 37.8674498, -122.2557456 37.8674314, -122.2558229 37.8677998))",,,,CA,,,dormitory,85,Alameda,1656687,57871b70-0100-4405-bb30-88b2e001a944,no,Deutsch Hall,USGS Geonames,,,,,,,,,,,,"[514119714, 514119715, 8436435717, 514119716, 514119717, 514119714]",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,41746358,"POLYGON ((-122.2610664 37.8672972, -122.2610879 37.867405, -122.2606237 37.8674626, -122.2606022 37.8673548, -122.2607439 37.8673372, -122.2610664 37.8672972))",,,,CA,,,dormitory,74,Alameda,1656750,57871b70-0100-4405-bb30-88b2e001a944,no,Norton Hall,USGS Geonames,,,,,,,,,,,,"[514121864, 514121865, 514121866, 514121868, 8436435922, 514121864]",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,41746363,"POLYGON ((-122.2602345 37.8675181, -122.259797 37.867574, -122.2597734 37.8674585, -122.2601011 37.8674165, -122.2602108 37.8674026, -122.2602345 37.8675181))",,,,CA,,,dormitory,75,Alameda,1656760,57871b70-0100-4405-bb30-88b2e001a944,no,Spens-Black Hall,USGS Geonames,,,,,,,,,,,,"[514121882, 514121883, 514121884, 8436435920, 514121885, 514121882]",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,41746370,"POLYGON ((-122.2607905 37.8673166, -122.2600225 37.8674027, -122.2600026 37.8672945, -122.2599512 37.8670061, -122.2599765 37.8670032, -122.2607192 37.8669201, -122.2607905 37.8673166))",,,2400;2430;2432;2434;2436;2438;2440;2442;2444;2446;2450,,Durant Avenue,,yes,,,,,,,,,,,,1,,,,,,,"[514121905, 514121906, 8436435927, 514121907, 8436435929, 514121908, 514121905]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,41746383,"POLYGON ((-122.2610334 37.8671069, -122.2608876 37.8671245, -122.2608719 37.8670468, -122.2608198 37.8667755, -122.2609656 37.8667578, -122.2610334 37.8671069))",,,,CA,,,dormitory,72,Alameda,1656723,57871b70-0100-4405-bb30-88b2e001a944,no,Ida Sproul Hall,USGS Geonames,,,,,,,,,,,,"[514121937, 514121938, 8436435923, 514121939, 514121940, 514121937]",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,41746395,"POLYGON ((-122.260101 37.8669782, -122.2600148 37.8669885, -122.2596762 37.867029, -122.2596547 37.8669172, -122.2600796 37.8668664, -122.260101 37.8669782))",,,,CA,,,dormitory,74,Alameda,1656753,57871b70-0100-4405-bb30-88b2e001a944,no,Priestley Hall,USGS Geonames,,,,,,,,,,,,"[514121983, 8436435926, 514121984, 514121985, 514121986, 514121983]",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,43150624,"POLYGON ((-122.2671501 37.8679619, -122.2666763 37.868025, -122.2666386 37.8678436, -122.2671128 37.8677822, -122.2671501 37.8679619))",,,2113,CA,Bancroft Way,,yes,58,Alameda,1656667,57871b70-0100-4405-bb30-88b2e001a944,no,Banway Building,USGS Geonames,,,,,,,,,,,,"[540536391, 540536397, 540536398, 540536381, 540536391]",,,,,,,,,,,,,,,,,,,,,Banway Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,43178796,"POLYGON ((-122.2718216 37.8721614, -122.2707882 37.8722857, -122.2707299 37.8719849, -122.2717906 37.8718587, -122.2718216 37.8721614))",Berkeley,US,1995,CA,University Avenue,,commercial,,,,,,Golden Bear Building,,,,,,,,,94704,,,,"[541000519, 541000521, 541000524, 541000526, 541000519]",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,62200983,"POLYGON ((-122.2553292 37.8679843, -122.2552358 37.8679969, -122.2552407 37.8680195, -122.2552276 37.8680212, -122.2552086 37.8680238, -122.2552047 37.8680055, -122.2551428 37.8680138, -122.2551443 37.8680207, -122.2550877 37.8680283, -122.2550905 37.868041, -122.2550566 37.8680456, -122.2550514 37.8680216, -122.2549846 37.8680306, -122.2549867 37.8680404, -122.2549488 37.8680454, -122.2547165 37.8680769, -122.2547266 37.8681235, -122.2547396 37.8681217, -122.2547453 37.8681478, -122.2547776 37.8681434, -122.2547799 37.8681543, -122.2547481 37.8681586, -122.2547648 37.8682355, -122.2548153 37.8682287, -122.2548138 37.8682216, -122.2548258 37.86822, -122.2548273 37.8682271, -122.2548624 37.8682224, -122.254859 37.8682065, -122.2548874 37.8682026, -122.2548908 37.8682185, -122.2549439 37.8682114, -122.2549401 37.8681934, -122.2549793 37.8681881, -122.2549853 37.868216, -122.2550499 37.8682073, -122.2550477 37.8681974, -122.2550888 37.8681918, -122.2550855 37.8681768, -122.2551174 37.8681725, -122.2551228 37.8681974, -122.2551885 37.8681885, -122.2551856 37.8681753, -122.2552369 37.8681684, -122.2552343 37.8681565, -122.2552586 37.8681532, -122.2552619 37.8681685, -122.2553088 37.8681622, -122.2552944 37.8680959, -122.2553516 37.8680882, -122.2553292 37.8679843))",,,,,,,dormitory,,,,,,Christian Hall,,,,,,,,,,,,,"[775882309, 4676766838, 4676766512, 8436435697, 4676766952, 4676765319, 4676767131, 4676766018, 4676766822, 4676764541, 4676766396, 4676767106, 4676765889, 4676767094, 8436435699, 775882310, 4676766384, 4676767516, 4676767404, 4676766989, 4676765368, 4676766692, 775882311, 4676767225, 4676766810, 4676766005, 4676766499, 4676767241, 4676766940, 4676766926, 4676766142, 4676766629, 4676767454, 4676765953, 4676767352, 4676766745, 4676766757, 4676766529, 4676766322, 4676767072, 4676766447, 4676767592, 4676766274, 4676767703, 4676766090, 4676767182, 4676766077, 775882312, 775882313, 775882314, 775882309]",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,62200987,"POLYGON ((-122.2549332 37.867503, -122.2549697 37.8676653, -122.2550066 37.8676601, -122.2550086 37.867669, -122.2550705 37.8676604, -122.2550683 37.8676506, -122.255086 37.8676481, -122.2551001 37.8676462, -122.2551045 37.8676662, -122.2551667 37.8676576, -122.2551647 37.8676486, -122.255219 37.8676411, -122.2552164 37.8676295, -122.2552477 37.8676251, -122.2552523 37.8676459, -122.2553158 37.8676371, -122.2553139 37.8676284, -122.2553903 37.8676179, -122.2553879 37.8676069, -122.2554222 37.8676021, -122.2554246 37.867613, -122.2554797 37.8676054, -122.2554867 37.8676369, -122.2555777 37.8676243, -122.2555558 37.8675256, -122.2555413 37.8675276, -122.2555317 37.8674845, -122.2555471 37.8674823, -122.2555375 37.8674392, -122.2553917 37.8674596, -122.2553873 37.8674399, -122.2553202 37.8674493, -122.2553271 37.8674802, -122.2552933 37.8674849, -122.2552863 37.8674538, -122.2552192 37.8674632, -122.2552233 37.8674812, -122.2551558 37.8674907, -122.2551517 37.8674724, -122.2549332 37.867503))",,,2634;2650,,Durant Avenue,,dormitory,,,,,,Slottman Hall,,,,,,,,,,,,,"[775882364, 775882365, 4676767417, 4676767716, 4676765901, 4676765381, 8436435701, 4676767201, 4676766476, 4676766786, 4676766903, 4676766705, 4676765982, 4676766119, 4676767312, 4676767621, 4676767432, 4676767002, 4676766590, 4676766287, 4676767295, 775882366, 775882367, 775882368, 4676766103, 4676766460, 4676767605, 4676765966, 4676767085, 775882369, 2769122330, 4676767377, 4676766334, 4676767364, 4676766770, 4676767466, 4676767253, 4676766641, 4676766541, 775882364]",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,62201221,"POLYGON ((-122.243172 37.8699296, -122.243146 37.8699034, -122.2431292 37.8699138, -122.2431052 37.8699286, -122.2431311 37.8699548, -122.243172 37.8699296))",,,,,,,service,,,,,,,,,,,,,,,,,,,"[775884001, 775884002, 775884097, 775884003, 775884004, 775884001]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,69020842,"POLYGON ((-122.2463004 37.8724318, -122.2461683 37.8722291, -122.2460242 37.8722834, -122.2460855 37.8723775, -122.2457594 37.8725014, -122.245827 37.8726033, -122.2463004 37.8724318))",,,,,,,yes,,,,,,Haas Clubhouse,,,,,,,,,,,,,"[828422600, 828422601, 828422602, 828422603, 828422604, 828422605, 828422600]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,70661576,"POLYGON ((-122.2444063 37.8800592, -122.2443419 37.8799195, -122.2441703 37.8799534, -122.2441327 37.8799915, -122.2439986 37.8800592, -122.2439235 37.8799153, -122.2439691 37.8798539, -122.2439879 37.8798179, -122.2439718 37.8797671, -122.2441676 37.8797014, -122.2441542 37.8796654, -122.2442078 37.8796443, -122.2443527 37.8796062, -122.244417 37.8797374, -122.2444385 37.879729, -122.244476 37.8798306, -122.2444921 37.8798221, -122.244535 37.8799153, -122.2445136 37.8799322, -122.2445511 37.8800211, -122.2444063 37.8800592))",Oakland,US,17,CA,Gauss Way,,yes,,,,,,Simons Laufer Mathematical Sciences Institute,,,,,,,,https://www.slmath.org,,,,,"[843013750, 843013752, 843015042, 843013754, 843013756, 843013758, 843013760, 843013762, 843013765, 843013766, 843013767, 843013769, 843013771, 843013773, 843013775, 843015049, 843015051, 843013777, 843013779, 843013782, 843013750]",,,,Q1062013,Mathematical Sciences Research Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SLMath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,109187413,"POLYGON ((-122.2658224 37.8730728, -122.2657935 37.8728553, -122.2657065 37.872861, -122.2656934 37.8727992, -122.2653963 37.8728103, -122.2653469 37.8728138, -122.2653364 37.8727213, -122.2653128 37.872723, -122.2652958 37.8725721, -122.2650921 37.8725403, -122.2650381 37.8726314, -122.2650543 37.8727456, -122.265036 37.8727472, -122.265049 37.8728388, -122.265132 37.8734479, -122.2654605 37.8734252, -122.2654229 37.8730906, -122.2658224 37.8730728))",Berkeley,,1951,CA,Oxford Street,,university,,,,,,Li Ka Shing Center,,,,,,,,,94720,,,,"[1250596095, 1250596081, 1674147828, 1250596062, 1674147841, 1674147836, 5387949009, 1674147830, 1674147826, 1250596096, 1674147827, 1419796902, 1419796898, 4305359373, 1250596064, 1250596097, 1250596088, 1250596095]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,109187417,"POLYGON ((-122.2669501 37.8746409, -122.2667417 37.8746558, -122.2667792 37.8749832, -122.2669876 37.8749684, -122.2669501 37.8746409))",,,1801,CA,Oxford Street,,university,73,Alameda,1656744,57871b70-0100-4405-bb30-88b2e001a944,no,Natural Resources Laboratory,USGS Geonames,,,,,,,,,,,,"[1250596093, 1250596091, 1250596092, 1250596094, 1250596093]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,109187420,"POLYGON ((-122.2674526 37.875862, -122.2674201 37.8756252, -122.2667332 37.875673, -122.2667601 37.875913, -122.2674526 37.875862))",Berkeley,US,1750,CA,Oxford Street,,greenhouse,,,,,,Genetics & Plant Biology Greenhouse,,,,,,,,,,,,,"[1250596079, 1250596070, 1250596065, 1250596076, 1250596079]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,109187421,"POLYGON ((-122.2674389 37.8748648, -122.2674117 37.8745942, -122.2670887 37.8746144, -122.2671159 37.8748849, -122.2674389 37.8748648))",,,,,,,greenhouse,,,,,,Insectary Greenhouse,,,,,,,,,,,,,"[1250596099, 1250596071, 1250596073, 1250596066, 1250596099]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
